,etr,rn,gr,lst,soilT,airT,sm,wind,rh
5/9/2017 20:00,0.758,0.618,3.888,288.764,288.833,288.335,0.266,1.264,71.705
5/10/2017 20:00,0.78,1.211,3.529,291.263,290.077,291.126,0.274,0.698,65.843
5/11/2017 20:00,1.331,3.446,6.292,291,290.484,289.929,0.31,1.135,74.645
5/12/2017 20:00,2.352,6.802,12.324,291.32,290.727,291.162,0.521,1.614,72.68
5/13/2017 20:00,2.106,7.247,12.288,290.405,290.453,289.733,0.509,1.357,80.616
5/14/2017 20:00,2.022,7.481,11.928,290.048,290.082,288.797,0.5,1.672,84.818
5/15/2017 20:00,1.369,3.97,5.246,289.99,289.985,288.39,0.495,1.243,77.293
5/16/2017 20:00,1.547,4.046,5.737,289.98,289.706,288.109,0.488,1.401,71.642
5/17/2017 20:00,2.015,3.093,3.869,291.516,289.695,288.295,0.476,2.692,64.668
5/18/2017 20:00,0.437,1.131,5.812,284.238,286.779,283.543,0.46,0.745,82.658
5/19/2017 20:00,1.652,5.832,12.066,286.49,286.822,285.371,0.451,1.033,74.047
5/20/2017 20:00,1.966,5.9,12.23,288.037,287.203,287.431,0.445,1.317,68.071
5/21/2017 20:00,0.404,0,3.986,287.635,287.648,286.754,0.44,1.358,81.521
5/22/2017 20:00,1.73,5.837,11.289,287.882,287.736,286.392,0.434,1.775,78.82
5/23/2017 20:00,2.026,6.967,11.615,287.931,287.55,286.091,0.425,1.411,72.919
5/24/2017 20:00,1.952,6.151,11.405,288.021,287.517,286.556,0.417,1.515,71.154
5/25/2017 20:00,1.756,5.531,11.215,287.656,287.408,286.353,0.407,1.747,75.415
5/26/2017 20:00,1.555,5.477,11.647,287.142,287.191,285.725,0.397,1.513,80.204
5/27/2017 20:00,1.355,4.398,10.996,286.675,286.801,285.342,0.387,1.558,79.217
5/28/2017 20:00,1.408,4.656,10.229,286.869,287.207,285.159,0.381,2.012,81.103
5/29/2017 20:00,1.496,4.969,11.441,285.979,286.482,284.736,0.369,1.487,76.197
5/30/2017 20:00,2.11,4.544,11.635,287.437,286.589,287.365,0.362,1.883,59.602
5/31/2017 20:00,1.511,4.846,11.385,286.02,286.465,284.888,0.352,1.804,77.16
6/1/2017 20:00,1.414,5.276,8.968,288.136,287.456,285.462,0.35,1.579,84.282
6/2/2017 20:00,1.869,6.371,10.72,288.97,288.317,286.264,0.347,1.387,74.742
6/3/2017 20:00,1.244,4.559,10.982,285.824,286.769,284.067,0.331,1.454,82.568
6/4/2017 20:00,0.955,3.513,7.77,286.343,286.846,284.226,0.327,1.258,86.13
6/5/2017 20:00,1.351,4.539,8.623,287.627,287.648,285.446,0.327,1.433,79.919
6/6/2017 20:00,0.685,1.45,3.326,287.178,287.233,285.749,0.321,1.278,80.965
6/7/2017 20:00,1.732,5.087,10.942,287.808,287.488,286.761,0.319,1.38,70.109
6/8/2017 20:00,2.679,3.948,11.146,289.265,287.378,290.361,0.313,1.769,41.709
6/9/2017 20:00,2.199,4.357,10.856,288.159,287.582,287.69,0.307,2.271,61.136
6/10/2017 20:00,1.571,5.314,9.111,289.229,288.637,286.436,0.307,1.44,79.094
6/11/2017 20:00,1.403,4.629,8.932,287.847,288.251,285.891,0.302,1.571,80.171
6/12/2017 20:00,1.868,6.123,10.206,289.333,288.173,286.663,0.301,1.798,76.572
6/13/2017 20:00,1.174,3.327,7.992,288.027,288.38,286.186,0.302,1.274,76.565
6/14/2017 20:00,1.071,3.382,8.788,286.048,287.43,284.824,0.297,1.758,83.128
6/15/2017 20:00,1.03,2.466,8.337,286.788,287.273,286.128,0.296,1.605,78.481
6/16/2017 20:00,1.417,4.596,10.54,287.321,287.513,286.147,0.298,1.741,80.775
6/17/2017 20:00,1.28,4.773,10.635,286.302,287.282,284.634,0.296,1.726,84.807
6/18/2017 20:00,1.535,5.253,10.906,287.303,287.322,285.328,0.296,1.955,80.617
6/19/2017 20:00,1.136,3.443,7.434,287.459,287.986,284.984,0.298,1.317,77.954
6/20/2017 20:00,1.189,4.136,10.794,285.148,286.556,283.785,0.292,1.831,82.748
6/21/2017 20:00,1.807,5.713,10.207,288.104,287.418,285.649,0.296,2.245,76.277
6/22/2017 20:00,1.407,4.208,9.567,287.65,287.851,285.865,0.297,1.671,77.304
6/23/2017 20:00,1.352,4.809,9.114,287.772,287.549,285.151,0.295,1.773,83.272
6/24/2017 20:00,1.811,4.91,10.5,289.139,288.484,287.559,0.299,1.586,69.569
6/25/2017 20:00,1.716,3.449,6.962,289.729,288.72,288.129,0.299,2.067,68.814
6/26/2017 20:00,1.584,5.232,10.575,288.524,288.679,286.69,0.299,1.463,78.523
6/27/2017 20:00,1.333,5.352,9.787,287.302,288.272,284.92,0.295,1.489,87.167
6/28/2017 20:00,1.243,4.853,10.788,287.172,287.536,285.244,0.292,0.682,83.703
6/29/2017 20:00,1.718,5.6,10.79,289.341,288.698,286.876,0.297,2.19,80.324
6/30/2017 20:00,1.293,4.651,8.702,288.185,288.782,285.278,0.296,1.425,83.209
7/1/2017 20:00,1.282,4.649,9.415,286.981,287.831,284.816,0.291,1.57,83.507
7/2/2017 20:00,0.618,1.093,2.694,286.839,287.694,284.934,0.29,1.453,81.742
7/3/2017 20:00,1.695,5.253,10.77,287.694,287.69,285.704,0.292,1.71,74.041
7/4/2017 20:00,1.444,4.335,10.494,286.72,287.074,285.371,0.288,1.786,76.795
7/5/2017 20:00,1.118,3.038,8.598,287.08,287.538,286.001,0.289,1.641,79.6
7/6/2017 20:00,1.521,3.582,10.063,287.357,287.448,286.492,0.288,1.803,70.722
7/7/2017 20:00,1.528,5.71,10.811,288.144,287.869,285.335,0.289,1.922,83.798
7/8/2017 20:00,1.631,4.468,11.332,287.862,287.817,286.442,0.288,1.805,72.935
7/9/2017 20:00,1.237,4.85,9.175,287.456,288.179,284.586,0.289,1.402,86.274
7/10/2017 20:00,0.983,3.445,7.077,286.092,287.374,284.306,0.286,1.201,83.719
7/11/2017 20:00,1.538,4.936,9.374,287.931,287.633,285.428,0.29,1.444,75.128
7/12/2017 20:00,1.805,6.04,10.504,288.756,288.243,286.015,0.294,1.546,75.272
7/13/2017 20:00,1.488,6.123,9.798,286.575,287.377,283.818,0.289,1.682,84.939
7/14/2017 20:00,1.954,5.385,10.212,288.415,288.341,285.574,0.295,2.21,69.404
7/15/2017 20:00,1.358,4.793,11.388,283.405,286.149,281.482,0.284,1.424,73.188
7/16/2017 20:00,1.642,4.625,11.89,284.325,285.464,283.376,0.281,1.517,63.729
7/17/2017 20:00,1.499,5.251,11.9,282.775,284.867,281.581,0.278,1.803,73.55
7/18/2017 20:00,1.623,6.521,10.98,286.218,286.112,283.558,0.283,2.358,83.051
7/19/2017 20:00,1.19,4.921,8.275,286.083,286.732,283.225,0.285,1.579,87.001
7/20/2017 20:00,0.7,2.018,4.951,286.15,286.875,284.666,0.286,0.799,78.938
7/21/2017 20:00,1.748,6.131,10.568,287.092,286.742,284.75,0.287,1.461,74.854
7/22/2017 20:00,1.642,5.561,11.523,286.279,286.597,284.813,0.287,1.966,77.941
7/23/2017 20:00,1.977,5.541,11.939,288.006,287.264,287.267,0.29,1.75,69.381
7/24/2017 20:00,1.509,6.079,11.157,286.494,287.353,283.964,0.289,2.115,84.751
7/25/2017 20:00,1.696,7.185,12.019,287.983,287.859,284.515,0.291,2.301,86.142
7/26/2017 20:00,1.36,5.835,9.709,287.133,287.956,283.587,0.291,1.855,87.734
7/27/2017 20:00,1.492,5.53,9.59,287.339,287.707,283.829,0.289,1.725,80.411
7/28/2017 20:00,1.165,4.505,8.598,286.147,287.111,282.87,0.286,1.582,84.077
7/29/2017 20:00,1.283,5.14,9.831,286.112,286.753,283.123,0.285,1.579,84.428
7/30/2017 20:00,1.413,5.371,8.917,287.734,287.385,284.171,0.288,1.733,83.133
7/31/2017 20:00,1.107,2.009,5.536,286.538,287.517,284.594,0.288,1.883,72.636
8/1/2017 20:00,1.785,6.1,12.902,286.42,286.387,284.251,0.284,1.184,68.364
8/2/2017 20:00,1.419,5.624,10.008,286.979,287.315,283.629,0.286,1.602,83.394
8/3/2017 20:00,1.998,7.447,12.887,287.952,287.393,284.103,0.287,1.963,75.895
8/4/2017 20:00,1.709,6.416,11.454,287.557,287.557,283.913,0.286,1.806,78.729
8/5/2017 20:00,1.864,6.617,13.084,286.614,287.024,284.365,0.282,2.22,76.994
8/6/2017 20:00,1.755,6.254,11.61,288.57,287.979,285.299,0.285,1.854,79.008
8/7/2017 20:00,2.471,6.466,13.204,289.138,288.01,287.171,0.284,2.654,66.695
8/8/2017 20:00,2.175,7.048,11.497,290.13,289.15,286.126,0.287,2.028,72.358
8/9/2017 20:00,1.755,5.586,10.123,288.342,288.356,285.666,0.282,2.117,76.616
8/10/2017 20:00,0.41,0.893,5.847,286.065,288.206,284.625,0.285,1.045,86.19
8/11/2017 20:00,1.207,4.479,9.231,284.642,286.849,283.394,0.343,1.144,80.353
8/12/2017 20:00,2.29,8.16,14.017,285.094,285.766,284.451,0.384,1.693,69.176
8/13/2017 20:00,2.275,7.967,14.008,287.073,286.42,285.78,0.399,2.027,73.964
8/14/2017 20:00,2.091,8.942,12.307,289.593,287.918,285.548,0.408,1.889,85.898
8/15/2017 20:00,2.334,8.684,12.57,290.808,288.814,286.455,0.41,2.059,78.254
8/16/2017 20:00,2.16,8.321,13.437,289.657,288.668,285.9,0.404,2.248,80.719
8/17/2017 20:00,2.223,8.297,11.669,290.6,289.192,286.066,0.399,2.362,79.251
8/18/2017 20:00,2.409,8.266,12.936,290.701,289.652,286.67,0.394,2.339,74.893
8/19/2017 20:00,2.629,7.821,14.912,289.899,288.942,287.817,0.382,1.92,65.753
8/20/2017 20:00,2.238,8.153,14.483,289.102,288.873,285.866,0.372,2.807,78.538
8/21/2017 20:00,1.355,4.022,7.544,289.133,289.259,286.25,0.364,1.475,76.986
8/22/2017 20:00,2.68,9.123,13.469,291.426,289.611,287.276,0.359,2.534,73.852
8/23/2017 20:00,2.518,8.781,13.061,291.119,290.109,286.439,0.354,2.76,75.24
8/24/2017 20:00,2.095,6.768,11.514,290.016,289.969,285.339,0.345,2.315,72.997
8/25/2017 20:00,2.422,8.67,15.425,288.889,288.739,285.215,0.332,2.317,73.168
8/26/2017 20:00,2.795,9.806,15.122,291,290.028,286.008,0.331,2.463,70.744
8/27/2017 20:00,2.652,10.022,15.173,291.253,290.314,285.997,0.325,2.246,75.484
8/28/2017 20:00,2.533,8.828,15.799,290.168,289.884,286.266,0.316,1.941,71.63
8/29/2017 20:00,1.348,4.807,9.878,287.391,289.004,283.994,0.306,2.228,82.922
8/30/2017 20:00,1.485,4.71,7.945,289.583,289.43,285.602,0.305,2.044,79.707
8/31/2017 20:00,1.31,3.959,6.816,289.118,289.261,285.28,0.301,2.271,81.349
9/1/2017 20:00,2.55,10.297,14.918,291.158,290.057,285.885,0.303,2.509,80.053
9/2/2017 20:00,2.34,8.659,13.123,290.945,290.4,286.186,0.301,2.255,77.778
9/3/2017 21:00,2.708,9.573,16.405,290.344,289.885,286.453,0.296,2.203,72.258
9/4/2017 21:00,2.94,9.179,16.814,290.244,290.027,287.08,0.293,2.575,66.876
9/5/2017 21:00,2.47,9.818,15.767,290.502,290.293,285.449,0.322,2.113,78.382
9/6/2017 21:00,1.809,6.392,10.564,289.372,289.836,285.128,0.402,1.621,76.436
9/7/2017 21:00,2.343,7.961,11.652,290.66,289.98,285.745,0.422,1.806,70.208
9/8/2017 21:00,2.354,7.009,9.848,290.035,289.511,285.455,0.403,2.126,65.259
9/9/2017 21:00,2.965,10.745,17.056,290.767,289.682,285.725,0.388,1.779,66.833
9/10/2017 21:00,2.969,11.309,17.194,289.251,288.602,284.545,0.377,2.656,69.718
9/11/2017 21:00,2.859,9.165,14.069,290.984,289.737,285.497,0.383,2.525,64.477
9/12/2017 21:00,2.404,9.528,15.814,288.492,288.795,283.437,0.365,1.414,70.095
9/13/2017 21:00,2.995,10.357,17.821,289.965,288.941,285.85,0.355,2.33,66.8
9/14/2017 21:00,2.552,10.044,15.933,291.194,289.938,285.91,0.378,2.007,78.114
9/15/2017 21:00,2.412,9.394,14.192,291.773,290.786,286.2,0.388,1.815,79.102
9/16/2017 21:00,2.984,10.545,15.31,293.067,291.122,287.428,0.375,2.137,71.94
9/17/2017 21:00,3.128,11.622,17.536,292.529,291.173,286.837,0.362,2.47,73.029
9/18/2017 21:00,2.4,7.974,12.378,290.958,290.661,286.156,0.348,1.86,69.719
9/19/2017 21:00,2.986,11.159,17.238,291.926,290.561,286.264,0.34,2.036,71.826
9/20/2017 21:00,2.866,11.265,18.47,290.924,290.564,286.325,0.331,2.215,76.876
9/21/2017 21:00,2.978,11.669,17.681,292.013,290.933,286.351,0.324,2.193,75.812
9/22/2017 21:00,3.129,11.84,16.952,293.173,291.664,287.131,0.32,2.275,74.632
9/23/2017 21:00,2.553,9.462,14.18,292.438,292.042,286.889,0.314,2.2,77.459
9/24/2017 21:00,3.048,12.703,18.76,293.161,291.988,286.848,0.341,2.696,80.717
9/25/2017 21:00,2.427,9.489,13.708,292.687,292.04,286.852,0.377,2.143,81.274
9/26/2017 21:00,2.446,8.949,13.025,292.395,291.825,287.182,0.367,1.979,77.835
9/27/2017 21:00,2.464,8.994,14.596,291.288,291.188,286.944,0.354,2.065,77.195
9/28/2017 21:00,3.449,12.356,19.13,293.644,291.633,288.387,0.347,2.608,72.785
9/29/2017 21:00,4.078,11.311,18.585,293.372,291.762,289.857,0.336,2.996,59.02
9/30/2017 21:00,2.977,12.428,18.928,291.058,291.314,285.733,0.324,2.523,78.367
10/1/2017 21:00,3.504,12.074,19.91,291.934,291.089,287.296,0.315,2.43,66.195
10/2/2017 21:00,4.078,11.635,19.793,293.611,291.751,289.341,0.309,3.012,59.023
10/3/2017 21:00,3.518,13.172,18.612,294.464,292.848,287.707,0.305,2.787,73.31
10/4/2017 21:00,3.606,11.794,18.043,294.264,293.347,288.722,0.298,2.923,68.185
10/5/2017 21:00,3.385,12.616,20.108,292.482,292.498,287.522,0.314,3.034,73.891
10/6/2017 21:00,3.347,11.967,16.994,293.658,292.84,287.523,0.362,2.859,71.723
10/7/2017 21:00,3.447,13.005,19.699,292.982,292.481,287.199,0.353,2.913,73.058
10/8/2017 21:00,2.872,11.665,17.741,291.638,291.938,286.032,0.339,2.405,78.238
10/9/2017 21:00,3.227,12.131,17.461,293.312,292.583,287.179,0.332,1.987,72.85
10/10/2017 21:00,3.05,12.429,18.63,290.651,291.681,285.013,0.319,2.471,74.106
10/11/2017 21:00,3.458,13.092,20.83,290.206,290.918,284.997,0.308,2.384,65.089
10/12/2017 21:00,3.558,12.919,21.151,291.199,290.994,286.095,0.335,2.252,64.486
10/13/2017 21:00,3.318,12.954,19.696,292.275,291.868,286.434,0.366,2.41,73.332
10/14/2017 21:00,3.179,13.246,19.212,291.519,291.582,285.742,0.35,2.912,76.745
10/15/2017 21:00,3.056,10.822,15.919,292.914,292.187,287.099,0.34,2.807,72.537
10/16/2017 21:00,3.526,13.605,20.668,292.515,292.033,287.275,0.329,2.54,73.637
10/17/2017 21:00,3.806,14.216,19.885,294.364,293.025,288.365,0.326,2.506,72.57
10/18/2017 21:00,3.428,13.877,21.069,292.076,292.44,286.951,0.318,3.004,76.653
10/19/2017 21:00,3.325,12.649,17.411,293.491,293.146,287.579,0.313,2.478,75.018
10/20/2017 21:00,3.985,15.223,20.375,294.58,293.587,288.285,0.307,2.637,72.827
10/21/2017 21:00,3.453,13.011,18.249,293.641,293.774,288.087,0.299,2.529,74.927
10/22/2017 21:00,3.104,12.202,17.499,292.154,293.23,287.085,0.34,2.351,77.296
10/23/2017 21:00,3.632,14.445,21.267,292.709,293.018,287.488,0.364,2.735,75.673
10/24/2017 21:00,3.416,14.554,19.698,292.313,292.908,286.736,0.348,2.635,79.62
10/25/2017 21:00,3.612,14.126,18.454,293.183,293.133,287.301,0.337,2.295,73.851
10/26/2017 21:00,3.408,14.103,19.434,292.12,292.908,286.613,0.326,2.704,77.252
10/27/2017 21:00,3.011,10.77,14.822,292.153,292.719,287.299,0.317,2.494,73.183
10/28/2017 21:00,3.962,15.106,20.159,293.259,293.164,287.679,0.31,2.476,70.729
10/29/2017 21:00,3.722,15.184,22.082,291.605,292.599,286.807,0.298,2.735,74.741
10/30/2017 21:00,3.815,15.028,21.558,292.064,292.728,287.404,0.291,2.66,73.473
10/31/2017 21:00,3.592,14.314,20.338,291.547,292.787,286.831,0.282,2.4,73.968
11/1/2017 21:00,4.053,15.417,21.946,292.459,292.942,287.854,0.327,2.284,70.203
11/2/2017 21:00,3.967,14.749,21.127,291.69,292.535,287.702,0.345,2.64,69.165
11/3/2017 21:00,3.426,13.162,18.221,292.127,292.602,287.762,0.33,2.342,75.317
11/4/2017 21:00,4.101,15.909,21.687,292.842,292.875,288.408,0.319,2.771,73.626
11/5/2017 21:00,4.409,16.951,21.518,294.086,293.592,289.022,0.31,2.517,72.891
11/6/2017 21:00,4.292,16.097,20.113,294.632,294.224,289.663,0.302,2.508,73.624
11/7/2017 21:00,4.352,17.106,22.163,294.076,294.206,289.366,0.291,2.754,76.052
11/8/2017 21:00,4.456,16.218,22.79,293.839,294.034,289.946,0.334,2.494,71.04
11/9/2017 21:00,4.148,15.563,21.709,293.558,293.964,289.42,0.355,2.544,73.838
11/10/2017 21:00,3.774,13.403,17.769,294.026,294.055,289.727,0.339,2.214,72.568
11/11/2017 21:00,3.896,14.187,19.159,292.792,293.445,289.117,0.325,2.063,71.449
11/12/2017 21:00,4.686,16.853,21.874,294.481,293.954,290.326,0.315,2.165,69.168
11/13/2017 21:00,4.883,17.593,22.902,294.552,294.31,290.431,0.304,2.686,69.318
11/14/2017 21:00,4.358,15.759,20.066,294.163,294.49,289.808,0.313,2.797,71.183
11/15/2017 21:00,3.395,12.92,17.851,292.034,293.459,288.259,0.364,2.114,76.078
11/16/2017 21:00,3.534,12.401,16.627,292.268,293.133,289.047,0.353,2.513,72.395
11/17/2017 21:00,3.651,13.45,18.375,292.414,292.989,288.776,0.338,1.883,72.7
11/18/2017 21:00,4.436,17.133,23.519,292.361,292.927,288.946,0.324,2.476,72.854
11/19/2017 21:00,3.67,14.339,19.808,291.673,292.787,288.09,0.333,2.508,75.911
11/20/2017 21:00,4.342,17.302,23.762,292.061,292.755,288.646,0.36,2.543,75.082
11/21/2017 21:00,4.549,17.567,22.577,293.105,293.076,289.3,0.345,2.222,73.442
11/22/2017 21:00,4.443,17.462,20.583,293.309,293.348,288.909,0.331,2.531,74.211
11/23/2017 21:00,3.494,13.441,16.969,292.498,292.977,288.592,0.329,2.772,77.496
11/24/2017 21:00,4.618,18.13,23.987,292.451,292.871,288.928,0.376,2.559,73.142
11/25/2017 21:00,3.946,14.336,18.326,293.292,293.177,289.361,0.369,2.181,71.958
11/26/2017 21:00,4.52,16.222,20.414,294.004,293.423,290.138,0.363,2.363,69.852
11/27/2017 21:00,4.929,17.181,21.979,294.318,293.57,290.46,0.35,2.383,65.646
11/28/2017 21:00,4.993,17.922,22.91,294.393,294.095,290.341,0.337,2.585,67.833
11/29/2017 21:00,3.9,14.006,18.646,293.39,293.698,289.272,0.324,2.488,71.773
11/30/2017 21:00,4.757,16.17,20.997,294.725,294.344,290.487,0.316,2.553,65.362
12/1/2017 21:00,4.447,14.574,19.263,294.707,294.539,290.449,0.316,2.462,64.461
12/2/2017 21:00,4.69,17.256,24.404,293.414,294.209,289.751,0.332,2.333,69.582
12/3/2017 21:00,4.342,15.518,20.626,293.985,294.576,289.89,0.32,2.054,69.126
12/4/2017 21:00,4.136,14.978,20.442,293.644,294.537,289.679,0.308,2.133,71.263
12/5/2017 21:00,4.166,14.96,20.223,293.671,294.632,289.663,0.297,2.235,70.509
12/6/2017 21:00,4.311,15.731,20.846,293.912,294.923,289.867,0.289,2.277,71.622
12/7/2017 21:00,3.786,14.287,19.523,292.756,294.499,289.049,0.279,2.019,75.048
12/8/2017 21:00,4.668,17.077,21.771,294.574,295.319,290.51,0.29,2.456,71.902
12/9/2017 21:00,4.275,15.723,19.481,294.183,295.107,290.062,0.33,2.558,73.444
12/10/2017 21:00,4.06,14.764,18.041,294.094,294.818,290.2,0.319,2.613,74.422
12/11/2017 21:00,3.468,11.817,15.707,293.136,294.31,289.843,0.307,1.984,71.396
12/12/2017 21:00,4.919,18.563,25.064,292.661,294.017,289.577,0.293,2.1,69.809
12/13/2017 21:00,4.725,18.291,24.581,293.477,294.542,290.117,0.283,2.323,75.518
12/14/2017 21:00,4.168,14.499,18.623,294.822,295.046,291.197,0.275,1.929,71.755
12/15/2017 21:00,4.384,14.685,19.026,295.201,295.443,291.674,0.311,2.071,68.847
12/16/2017 21:00,4.548,15.942,20.636,294.883,295.383,291.444,0.343,1.905,70.737
12/17/2017 21:00,5.686,18.72,23.924,296.462,295.92,293.225,0.335,2.442,65.062
12/18/2017 21:00,5.195,17.858,23.331,295.414,295.893,292.303,0.323,2.604,69.318
12/19/2017 21:00,4.658,16.125,20.688,295.288,296.055,291.868,0.306,2.067,70.649
12/20/2017 21:00,4.808,16.215,20.383,295.696,296.166,292.186,0.293,1.996,67.92
12/21/2017 21:00,4.989,18.233,23.473,294.159,295.905,290.988,0.281,2.313,71.407
12/22/2017 21:00,4.522,16.437,20.966,293.953,295.784,290.71,0.271,2.107,72.473
12/23/2017 21:00,4.81,17.278,21.223,295.026,296.335,291.365,0.265,2.35,72.107
12/24/2017 21:00,4.255,15.46,18.953,294.314,295.889,290.694,0.257,2.276,74.225
12/25/2017 21:00,4.227,14.827,18.237,294.752,296.016,291.191,0.253,2.384,73.166
12/26/2017 21:00,4.788,16.263,20.01,295.562,296.33,292.064,0.328,2.134,68.849
12/27/2017 21:00,4.607,15.493,19.422,295.888,296.155,292.526,0.371,1.967,69.947
12/28/2017 21:00,4.999,17.642,21.645,295.334,296.209,292.047,0.349,2.438,71.682
12/29/2017 21:00,5.31,18.21,21.675,296.028,296.491,292.642,0.334,2.254,68.781
12/30/2017 21:00,3.909,13.416,16.561,294.444,295.745,291.537,0.317,2.017,73.608
12/31/2017 21:00,5.388,17.979,21.489,296.459,296.424,293.055,0.308,2.099,66.447
1/1/2018 21:00,5.145,18.099,22.868,295.186,296.249,292,0.297,2.247,70.114
1/2/2018 21:00,4.615,17.299,22.52,294.033,296.111,290.827,0.286,2.757,75.301
1/3/2018 21:00,4.961,18.362,22.921,294.641,296.287,291.374,0.287,2.49,74.107
1/4/2018 21:00,4.858,17.721,22.274,294.388,296.03,291.357,0.32,2.244,73.169
1/5/2018 21:00,4.921,17.489,21.115,295.288,296.168,291.861,0.324,2.375,72.113
1/6/2018 21:00,4.652,14.772,18.409,296.059,296.11,292.97,0.315,2.23,67.05
1/7/2018 21:00,5.36,18.037,23.732,295.418,296.034,292.781,0.304,2.161,66.77
1/8/2018 21:00,5.47,18.167,22.627,296.374,296.633,293.271,0.297,2.419,67.26
1/9/2018 21:00,4.285,15.054,20.199,294.053,295.9,291.198,0.285,2.079,72.303
1/10/2018 21:00,5.17,17.209,21.854,295.986,296.419,292.882,0.28,2.269,67.593
1/11/2018 21:00,4.896,16.715,19.493,295.737,296.632,292.741,0.274,2.343,71.303
1/12/2018 21:00,4.857,16.871,20.729,295.947,296.718,292.616,0.27,2.69,73.153
1/13/2018 21:00,4.143,13.514,17.533,295.817,296.653,292.612,0.266,2.324,72.01
1/14/2018 21:00,4.767,16.148,20.924,295.492,296.653,292.407,0.262,2.17,69.931
1/15/2018 21:00,4.906,17.106,21.73,295.297,296.848,291.988,0.26,2.443,70.992
1/16/2018 21:00,4.67,16.251,20.457,295.236,296.692,291.925,0.258,2.263,71.696
1/17/2018 21:00,4.914,16.696,20.719,295.799,296.898,292.363,0.257,2.306,69.531
1/18/2018 21:00,4.431,15.112,18.899,295.37,296.634,291.995,0.255,2.649,72.536
1/19/2018 21:00,4.827,16.076,20.1,295.664,296.712,292.206,0.254,2.545,68.582
1/20/2018 21:00,4.502,14.841,20.738,295.016,296.593,291.759,0.252,2.138,67.145
1/21/2018 21:00,4.759,16.698,23.732,294.228,296.43,291.399,0.25,2.52,70.724
1/22/2018 21:00,4.777,16.08,21.706,295.539,296.978,292.312,0.25,2.179,69.029
1/23/2018 21:00,4.494,16.119,22.8,294.063,296.764,291.432,0.247,2.489,74.133
1/24/2018 21:00,4.802,16.316,21.552,295.443,297.188,292.541,0.261,2.324,70.809
1/25/2018 21:00,4.362,14.776,19.685,295.28,297.061,292.167,0.263,2.202,71.876
1/26/2018 21:00,4.239,15.452,21.195,293.853,296.631,290.925,0.261,2.344,75.337
1/27/2018 21:00,4.453,15.76,21.277,294.468,296.654,291.48,0.259,2.312,73.214
1/28/2018 21:00,4.643,15.415,20.038,295.639,296.958,292.255,0.257,2.516,69.615
1/29/2018 21:00,3.974,14.262,18.431,294.239,296.678,290.999,0.254,2.658,76.21
1/30/2018 21:00,4.287,15.945,21.225,293.118,296.2,290.248,0.25,2.325,74.689
1/31/2018 21:00,4.231,13.609,17.162,295.677,296.844,292.541,0.251,2.2,69.692
2/1/2018 21:00,4.589,14.5,18.547,295.582,297.027,292.93,0.264,2.51,68.194
2/2/2018 21:00,4.817,15.95,21.449,295.04,296.726,292.735,0.301,2.406,69.338
2/3/2018 21:00,4.424,13.925,19.62,295.512,296.668,293.284,0.297,2.129,68.335
2/4/2018 21:00,5.089,16.494,21.962,296.038,296.916,293.403,0.292,2.248,67.222
2/5/2018 21:00,4.764,16.143,21.714,295.707,297.206,293.082,0.286,2.611,72.949
2/6/2018 21:00,5.164,16.373,20.272,297.549,297.814,294.176,0.288,2.613,68.481
2/7/2018 21:00,4.981,16.212,20.544,297.35,297.813,294.038,0.354,2.287,70.284
2/8/2018 21:00,4.974,16.333,20.806,297.124,297.784,293.793,0.344,2.419,70.767
2/9/2018 21:00,4.725,16.233,21.294,295.689,297.442,292.989,0.331,2.417,73.669
2/10/2018 21:00,4.418,14.522,18.727,295.933,297.597,293.289,0.323,2.246,72.351
2/11/2018 21:00,4.613,16.188,21.176,295.399,297.519,292.707,0.314,2.464,75.296
2/12/2018 21:00,4.418,14.396,18.507,295.964,297.322,293.1,0.307,2.029,70.303
2/13/2018 21:00,4.611,15.634,21.449,294.755,297.135,292.672,0.305,2.374,72.284
2/14/2018 21:00,4.577,15.799,21.39,293.882,296.988,292.136,0.309,2.235,72.132
2/15/2018 21:00,4.518,15.757,20.554,295.053,297.181,292.358,0.307,2.375,74.242
2/16/2018 21:00,3.33,11.003,14.033,295.164,296.584,291.869,0.301,2.121,76.041
2/17/2018 21:00,2.467,7.089,9.427,293.525,295.939,292.005,0.309,2.049,75.892
2/18/2018 21:00,5.026,16.306,21.085,296.687,296.533,293.78,0.34,1.956,67.62
2/19/2018 21:00,4.695,15.391,20.938,296.065,296.881,293.509,0.334,2.039,70.276
2/20/2018 21:00,4.628,15.54,20.944,295.159,296.785,292.731,0.326,2.438,71.708
2/21/2018 21:00,4.17,14.238,18.825,295.571,297.093,292.658,0.332,2.215,75.116
2/22/2018 21:00,3.972,13.257,17.114,295.183,296.94,292.369,0.332,2.155,73.682
2/23/2018 21:00,3.937,12.464,16.434,296.015,297.016,292.765,0.327,2.321,71.771
2/24/2018 21:00,4.031,13.89,18.443,295.102,296.837,291.804,0.321,2.214,74.387
2/25/2018 21:00,2.927,9.173,12.813,294.135,296.124,291.086,0.314,2.169,74.629
2/26/2018 21:00,3.728,11.972,17.15,294.469,296,291.181,0.327,2.394,70.581
2/27/2018 21:00,3.98,14.555,19.809,292.38,295.418,290.003,0.363,2.01,73.997
2/28/2018 21:00,3.704,13.335,18.39,293.787,295.695,290.699,0.354,2.121,76.687
3/1/2018 21:00,3.738,13.417,18.085,293.543,295.774,290.916,0.345,2.198,76.932
