,etr,rn,gr,lst,soilT,airT,sm,wind,rh
3/2/2018 21:00,4.141,14.25,18.843,291.917,296.097,291.541,0.339,2.174,72.728
3/3/2018 21:00,4.318,15.059,19.713,292.258,296.084,291.227,0.332,2.398,72.263
3/4/2018 21:00,3.619,12.654,17.741,293.497,295.56,290.653,0.332,2,74.571
3/5/2018 21:00,3.364,10.218,14.341,292.571,295.938,292.413,0.357,1.75,69.373
3/6/2018 21:00,4.159,13.615,19.077,293.428,295.595,291.626,0.353,2.244,69.185
3/7/2018 21:00,4.322,13.385,19.653,291.973,295.27,291.654,0.345,2.057,62.582
3/8/2018 21:00,4.071,13.357,19.801,291.671,295.003,290.93,0.337,2.124,67.457
3/9/2018 21:00,3.957,13.363,19.558,293.698,294.937,291.16,0.331,2.215,71.563
3/10/2018 21:00,3.771,13.065,19.186,293.211,295.118,291.124,0.34,2.579,75.398
3/11/2018 21:00,3.987,13.187,17.574,293.554,295.577,291.452,0.364,2.174,70.454
3/12/2018 21:00,3.844,12.918,19.151,292.307,294.897,290.811,0.353,2.341,71.506
3/13/2018 21:00,3.664,12.811,18.863,290.996,294.667,290.301,0.346,2.048,73.405
3/14/2018 21:00,3.725,12.661,18.996,291.172,294.391,290.348,0.339,2.403,72.086
3/15/2018 21:00,2.816,10.243,15.018,291.39,294.511,289.794,0.341,2.171,81.018
3/16/2018 21:00,3.136,11.924,16.654,292.631,294.429,289.302,0.379,2.229,80.633
3/17/2018 21:00,3.415,12.345,18.884,291.841,293.716,289.275,0.374,2.327,75.417
3/18/2018 21:00,3.145,12.481,17.712,291.081,293.542,288.165,0.364,2.22,80.605
3/19/2018 21:00,2.819,10.965,16.518,289.951,292.986,287.519,0.355,2.051,79.616
3/20/2018 21:00,2.825,11.53,16.967,289.726,292.486,286.788,0.347,2.133,80.914
3/21/2018 21:00,2.944,10.396,15.833,290.213,292.784,288.475,0.343,2.151,75.101
3/22/2018 21:00,3.234,12.005,18.367,289.358,292.621,288.772,0.338,1.958,76.561
3/23/2018 21:00,3.098,10.217,16.339,290.811,293.009,290.184,0.334,2.306,74.464
3/24/2018 21:00,3.259,12.353,17.492,291.26,293.219,289.405,0.331,2.626,80.048
3/25/2018 21:00,1.313,4.678,5.737,291.13,292.766,288.308,0.326,0.98,85.648
3/26/2018 21:00,,,,,,,,,
3/27/2018 21:00,,,,,,,,,
3/28/2018 21:00,,,,,,,,,
3/29/2018 21:00,,,,,,,,,
3/30/2018 21:00,,,,,,,,,
3/31/2018 21:00,,,,,,,,,
4/1/2018 21:00,,,,,,,,,
4/2/2018 21:00,,,,,,,,,
4/3/2018 21:00,,,,,,,,,
4/4/2018 21:00,,,,,,,,,
4/5/2018 21:00,,,,,,,,,
4/6/2018 21:00,,,,,,,,,
4/7/2018 21:00,,,,,,,,,
4/8/2018 20:00,,,,,,,,,
4/9/2018 20:00,,,,,,,,,
4/10/2018 20:00,,,,,,,,,
4/11/2018 20:00,3.44,11.19,15.029,293.63,292.886,291.316,0.366,2.884,75.258
4/12/2018 20:00,1.783,5.903,9.428,291.377,292.564,288.637,0.367,1.559,80.55
4/13/2018 20:00,1.766,6.698,10.014,288.288,291.666,287.316,0.359,1.622,85.208
4/14/2018 20:00,2.234,7.926,11.42,291.441,291.709,288.124,0.356,1.672,79.163
4/15/2018 20:00,2.611,9.065,13.11,291.656,291.806,288.578,0.354,1.729,75.642
4/16/2018 20:00,2.519,9.517,14.684,288.374,290.711,287.428,0.346,1.853,79.476
4/17/2018 20:00,1.977,6.585,10.176,288.774,291.574,288.697,0.347,1.66,79.405
4/18/2018 20:00,2.05,7.746,11.516,287.292,291.281,287.64,0.344,1.697,83.486
4/19/2018 20:00,2.203,8.068,11.889,288.341,291.158,287.9,0.341,2.037,81.736
4/20/2018 20:00,1.81,7.147,10.893,289.348,290.966,286.773,0.338,1.695,86.04
4/21/2018 20:00,2.308,8.504,12.492,290.359,290.94,287.909,0.336,1.821,80.749
4/22/2018 20:00,1.963,7.396,10.986,290.84,290.97,287.578,0.335,1.59,83.675
4/23/2018 20:00,2.058,7.46,11.419,290.867,291.181,287.77,0.334,1.487,80.57
4/24/2018 20:00,1.458,5.658,8.861,288.019,290.205,285.979,0.328,1.617,86.564
4/25/2018 20:00,2.473,7.652,12.568,289.816,290.64,288.999,0.328,2.233,74.252
4/26/2018 20:00,2.03,6.806,12.525,288.988,290.126,287.632,0.324,1.963,78.45
4/27/2018 20:00,1.628,5.752,9.79,289.072,290.33,287.392,0.324,1.746,83.607
4/28/2018 20:00,2.299,7.776,11.543,290.935,290.739,288.686,0.324,1.671,76.991
4/29/2018 20:00,1.78,6.767,10.618,289.28,290.575,286.44,0.321,1.494,83.12
4/30/2018 20:00,1.781,7.087,11.463,287.86,289.829,285.951,0.317,1.809,85.138
5/1/2018 20:00,2.023,7.77,13.289,288.154,289.68,286.367,0.315,1.984,82.359
5/2/2018 20:00,1.829,7.24,11.296,288.311,289.643,286.26,0.314,1.891,85.155
5/3/2018 20:00,2.168,8.317,12.621,289.81,289.972,286.974,0.314,1.82,82.139
5/4/2018 20:00,1.412,4.989,8.386,288.987,289.894,286.851,0.314,1.176,82.431
5/5/2018 20:00,1.705,5.717,10.153,290.156,289.841,287.548,0.313,1.239,77.704
5/6/2018 20:00,1.998,6.548,12.57,289.621,289.681,287.697,0.312,1.945,77.848
5/7/2018 20:00,2.326,7.792,12.38,289.889,289.78,287.381,0.311,1.771,73.627
5/8/2018 20:00,1.934,5.88,11.138,287.407,288.465,285.667,0.305,1.479,66.916
5/9/2018 20:00,2.017,6.399,12.306,288.354,288.731,287.152,0.306,1.412,70.951
5/10/2018 20:00,2.241,5.604,12.528,289.73,288.583,288.763,0.304,1.811,64.648
5/11/2018 20:00,1.916,6.346,10.526,290.538,289.677,287.704,0.308,1.675,77.874
5/12/2018 20:00,2.04,6.063,10.213,290.582,289.881,287.757,0.308,1.758,72.023
5/13/2018 20:00,1.676,5.53,10.944,288.242,289.121,286.261,0.304,1.579,77.164
5/14/2018 20:00,1.584,5.753,11.962,287.74,288.501,285.683,0.3,1.648,81.823
5/15/2018 20:00,1.993,7.094,11.255,289.737,289.203,286.719,0.304,1.848,79.29
5/16/2018 20:00,1.895,6.179,11.027,289.526,289.359,286.804,0.304,1.787,76.216
5/17/2018 20:00,1.634,5.423,11.915,287.015,288.253,286.061,0.299,1.709,78.368
5/18/2018 20:00,1.642,5.213,11.826,287.19,287.974,285.538,0.298,2.148,77.963
5/19/2018 20:00,1.247,4.093,7.923,288.983,288.701,286.189,0.301,1.118,79.276
5/20/2018 20:00,1.376,4.476,8.58,289.194,288.907,286.309,0.303,1.331,79.049
5/21/2018 20:00,1.486,5.911,10.875,287.471,288.549,284.793,0.302,1.511,84.984
5/22/2018 20:00,1.532,5.682,11.253,287.819,288.422,285.212,0.302,1.829,83.007
5/23/2018 20:00,1.213,4.991,11.289,284.808,287.22,282.764,0.297,1.727,85.983
5/24/2018 20:00,1.414,5.679,10.919,286.278,287.216,283.645,0.298,1.81,84.548
5/25/2018 20:00,1.782,6.032,10.754,288.566,287.86,285.653,0.302,1.775,76.809
5/26/2018 20:00,1.509,5.066,11.119,286.469,287.485,284.734,0.301,1.896,78.99
5/27/2018 20:00,1.417,4.901,11.387,285.637,286.724,284.159,0.298,1.745,79.497
5/28/2018 20:00,1.473,5.392,11.038,287.212,287.113,284.894,0.301,1.988,83.048
5/29/2018 20:00,1.49,4.976,10.741,287.13,287.029,285.573,0.301,1.657,79.361
5/30/2018 20:00,1.576,5.954,9.528,289.796,288.422,286.652,0.308,1.585,85.373
5/31/2018 20:00,1.605,5.892,9.158,289.526,288.846,286.095,0.31,1.534,82.434
6/1/2018 20:00,1.591,5.381,10.811,288.267,288.367,285.533,0.308,1.859,79.439
6/2/2018 20:00,1.24,4.435,8.796,287.126,288.156,283.99,0.307,1.227,79.984
6/3/2018 20:00,1.355,3.97,10.92,285.773,286.73,284.135,0.301,1.656,74.313
6/4/2018 20:00,1.875,3.809,11.146,286.768,286.553,286.489,0.301,1.603,56.202
6/5/2018 20:00,2.13,2.928,10.163,286.755,286.446,286.428,0.301,2.405,54.259
6/6/2018 20:00,1.286,3.767,9.829,286.852,286.661,285.389,0.303,1.838,79.004
6/7/2018 20:00,1.259,4.434,10.412,286.722,286.935,284.371,0.305,1.895,83.317
6/8/2018 20:00,1.093,4.128,8.099,286.327,286.956,283.554,0.306,1.81,86.039
6/9/2018 20:00,1.403,3.701,7.12,288.389,287.522,286.427,0.311,1.345,70.809
6/10/2018 20:00,1.081,2.526,7.2,286.183,287.079,284.943,0.31,1.533,74.426
6/11/2018 20:00,1.331,3.662,10.64,284.029,285.622,282.905,0.305,1.477,68.309
6/12/2018 20:00,1.632,3.312,10.906,283.857,284.777,283.088,0.302,1.94,59.51
6/13/2018 20:00,1.595,3.375,10.794,284.229,284.648,283.589,0.302,1.731,59.567
6/14/2018 20:00,2.145,4.026,10.326,286.176,285.019,285.819,0.306,1.945,52.228
6/15/2018 20:00,1.093,3.849,10.207,285.684,285.785,283.688,0.312,2.071,85.093
6/16/2018 20:00,1.368,5.098,9.505,287.402,286.261,284.461,0.317,1.52,82.642
6/17/2018 20:00,0.808,3.092,8.142,286.004,286.707,283.319,0.322,1.414,88.786
6/18/2018 20:00,0.921,3.619,8.005,285.68,286.174,283.003,0.322,1.215,86.887
6/19/2018 20:00,1.045,4.309,9.418,284.584,285.676,282.436,0.322,1.705,87.438
6/20/2018 20:00,1.271,5.338,9.422,286.365,286.111,283.374,0.327,1.636,87.155
6/21/2018 20:00,0.851,2.746,4.944,287.234,286.56,284.588,0.331,1.097,82.874
6/22/2018 20:00,0.616,1.306,4.172,287.057,286.985,285.389,0.335,0.821,75.489
6/23/2018 20:00,1.244,4.091,8.511,286.793,286.8,284.251,0.336,1.239,76.768
6/24/2018 20:00,1.364,4.396,10.406,285.74,285.735,283.886,0.333,2.004,78.826
6/25/2018 20:00,1.151,3.902,10.154,285.24,285.902,283.427,0.335,1.823,81.959
6/26/2018 20:00,1.156,4.599,8.651,286.105,286.166,283.032,0.337,1.515,85.354
6/27/2018 20:00,0.608,1.581,4.894,285.697,286.169,284.107,0.337,0.725,76.463
6/28/2018 20:00,1.331,4.408,9.996,286.213,285.734,284.022,0.337,1.459,77.091
6/29/2018 20:00,1.427,4.238,8.043,288.359,286.847,285.693,0.345,1.229,71.782
6/30/2018 20:00,1.622,4.43,10.198,286.956,286.727,285.18,0.355,1.701,69.513
7/1/2018 20:00,1.419,3.555,10.239,286.358,285.933,285.14,0.359,1.683,70.671
7/2/2018 20:00,0.78,1.417,5.359,285.98,286.443,284.833,0.366,1.919,81.234
7/3/2018 20:00,1.144,3.187,8.949,286.647,286.226,284.931,0.369,1.71,78.697
7/4/2018 20:00,1.291,4.034,10.77,285.733,285.634,284.408,0.368,1.643,77.887
7/5/2018 20:00,1.209,4.212,10.894,285.619,285.601,284.093,0.369,1.563,81.752
7/6/2018 20:00,1.781,3.776,11.245,287.193,285.729,286.937,0.37,1.878,64.62
7/7/2018 20:00,1.492,5.545,10.369,287.79,286.536,284.627,0.374,1.654,81.845
7/8/2018 20:00,0.866,2.3,7.286,285.814,286.336,284.013,0.372,1.3,78.493
7/9/2018 20:00,1.085,3.367,7.456,286.282,286.437,283.652,0.372,1.362,77.82
7/10/2018 20:00,1.263,4.412,9.296,286.021,286.18,283.242,0.37,1.535,79.263
7/11/2018 20:00,1.258,4.903,10.901,285.502,285.642,282.704,0.367,1.703,83.23
7/12/2018 20:00,1.219,4.914,9.369,286.249,286.032,283.139,0.368,1.713,85.765
7/13/2018 20:00,1.242,4.673,8.85,286.42,286.552,283.485,0.37,1.515,82.84
7/14/2018 20:00,1.775,5.006,10.81,286.907,285.832,285.317,0.366,2.096,71.638
7/15/2018 20:00,0.823,3.004,7.471,285.485,286.326,283.401,0.367,1.206,86.39
7/16/2018 20:00,1.315,4.536,7.835,287.516,286.486,284.44,0.367,1.257,78.229
7/17/2018 20:00,0.564,0.281,1.577,285.674,286.41,284.291,0.367,1.409,75.811
7/18/2018 20:00,1.718,5.35,9.873,286.684,286.466,283.597,0.369,1.86,70.42
7/19/2018 20:00,1.714,4.422,11.345,285.091,285.153,283.725,0.364,1.556,60.297
7/20/2018 20:00,1.655,4.374,10.15,284.451,284.842,283.044,0.361,2.163,67.693
7/21/2018 20:00,1.747,5.433,10.549,288.642,286.524,285.878,0.369,1.783,74.313
7/22/2018 20:00,1.46,5.36,11.197,285.998,285.892,283.727,0.365,1.99,81.242
7/23/2018 20:00,1.43,4.745,9.031,287.774,286.848,284.544,0.368,1.65,77.97
7/24/2018 20:00,1.553,5.184,11.786,285.763,285.687,283.619,0.361,1.952,76.248
7/25/2018 20:00,1.048,3.883,7.95,285.834,286.216,283.08,0.362,2.013,85.955
7/26/2018 20:00,1.336,4.055,9.769,286.878,286.806,284.217,0.365,1.829,77.15
7/27/2018 20:00,1.859,4.824,12.344,285.355,285.44,284.312,0.359,1.782,62.088
7/28/2018 20:00,2.134,3.773,10.955,284.498,284.932,284.395,0.356,2.193,51.234
7/29/2018 20:00,1.592,6.098,11.564,285.401,285.184,282.585,0.356,1.93,78.587
7/30/2018 20:00,1.257,5.066,10.042,284.997,285.355,282.313,0.356,2.206,84.819
7/31/2018 20:00,1.646,5.346,9.826,287.534,286.601,284.015,0.361,1.692,72.9
8/1/2018 20:00,1.104,3.551,8.4,285.249,285.842,282.086,0.355,1.552,77.382
8/2/2018 20:00,1.765,5.232,12.227,286.745,285.797,284.543,0.353,1.936,70.597
8/3/2018 20:00,1.503,5.8,11.218,287.046,286.518,283.673,0.355,1.885,82.154
8/4/2018 20:00,1.772,5.885,10.348,288.635,287.398,285.243,0.356,1.752,75.083
8/5/2018 20:00,2.373,5.729,12.568,288.63,286.896,286.996,0.352,2.633,65.202
8/6/2018 20:00,2.381,6.584,12.624,290.299,288.135,287.559,0.355,2.135,67.011
8/7/2018 20:00,2.825,5.57,13.094,289.433,287.742,288.685,0.35,2.186,51.287
8/8/2018 20:00,1.553,6.262,11.499,287.038,287.676,283.745,0.346,2.433,84.35
8/9/2018 20:00,1.339,5.923,10.401,286.881,287.285,283.231,0.342,2.298,88.517
8/10/2018 20:00,1.485,5.479,9.318,288.822,288.087,284.544,0.344,1.676,81.533
8/11/2018 20:00,1.651,6.098,10.488,288.742,288.336,284.462,0.343,1.654,79.283
8/12/2018 20:00,2.077,6.609,11.853,290.058,288.586,286.095,0.343,1.85,71.588
8/13/2018 20:00,1.768,5.981,13.495,287.825,287.779,284.74,0.338,2.512,78.25
8/14/2018 20:00,1.705,6.775,11.776,288.598,288.238,284.49,0.338,2.19,83.353
8/15/2018 20:00,1.872,6.641,10.865,289.692,288.622,285.403,0.338,1.772,77.277
8/16/2018 20:00,1.929,7.409,12.592,288.826,288.398,284.659,0.336,2.065,79.753
8/17/2018 20:00,1.958,6.964,12.383,289.623,288.897,285.391,0.336,2.155,77.893
8/18/2018 20:00,1.51,5.644,11.785,287.488,288.02,284.165,0.331,2.23,82.678
8/19/2018 20:00,1.732,5.846,10.528,288.621,288.695,285.051,0.332,1.824,76.367
8/20/2018 20:00,2.266,8.213,13.805,289.282,288.86,284.997,0.332,2.249,74.694
8/21/2018 20:00,1.735,7.085,12.712,287.175,287.993,282.994,0.327,2.304,81.301
8/22/2018 20:00,1.9,6.629,12.048,288.305,288.517,284.567,0.327,1.848,74.575
8/23/2018 20:00,2.392,7.019,14.711,288.443,287.877,285.783,0.323,1.918,63.037
8/24/2018 20:00,2.148,7.226,14.405,288.108,287.947,284.761,0.321,2.788,74.356
8/25/2018 20:00,1.683,5.67,9.877,290.016,289.064,285.82,0.324,1.502,76.531
8/26/2018 20:00,1.374,4.164,7.885,289.049,289.471,285.366,0.379,1.693,77.559
8/27/2018 20:00,2.234,8.26,13.793,290.476,289.786,285.432,0.399,2.326,77.216
8/28/2018 20:00,1.821,7.462,12.768,288.257,288.811,283.873,0.35,2.283,82.36
8/29/2018 20:00,2.055,6.6,11.983,289.362,289.209,285.174,0.337,2.461,73.609
8/30/2018 20:00,2.102,7.337,11.709,288.551,288.477,284,0.324,2.6,73.931
8/31/2018 20:00,2.237,7.496,15.406,288.705,288.448,284.933,0.316,2.156,70.886
9/1/2018 20:00,2.825,7.755,15.986,290.298,288.661,287.579,0.309,2.176,60.974
9/2/2018 21:00,2.787,8.318,15.977,288.557,288.46,285.587,0.301,3.023,65.251
9/3/2018 21:00,1.57,5.008,9.431,289.569,289.065,285.721,0.317,1.659,76.707
9/4/2018 21:00,2.529,9.122,14.993,291.367,289.691,286.093,0.315,2.149,74.047
9/5/2018 21:00,1.982,8.166,13.184,289.578,289.53,284.715,0.306,2.103,82.787
9/6/2018 21:00,2.28,7.64,12.206,291.392,290.142,286.614,0.356,2.072,73.979
9/7/2018 21:00,2.789,9.998,15.749,292.221,290.658,286.918,0.333,2.592,74.592
9/8/2018 21:00,2.071,7.979,13.318,290.952,290.272,285.81,0.314,2.095,81.09
9/9/2018 21:00,2.319,9.484,15.258,291.395,290.524,285.858,0.305,2.617,82.435
9/10/2018 21:00,2.49,9.34,14.348,291.461,290.419,285.861,0.297,2.39,76.573
9/11/2018 21:00,2.865,10.057,14.586,292.3,290.776,286.639,0.292,2.539,71.987
9/12/2018 21:00,2.982,9.732,14.588,293.184,291.261,287.106,0.287,2.817,69.507
9/13/2018 21:00,2.83,9.88,14.673,292.779,291.464,286.609,0.282,2.967,73.161
9/14/2018 21:00,1.465,2.802,6.886,287.767,290.02,284.938,0.329,2.647,72.106
9/15/2018 21:00,2.508,9.178,17.177,288.913,288.911,284.484,0.315,2.408,71.664
9/16/2018 21:00,2.615,9.999,16.94,290.296,289.512,285.547,0.332,3.13,76.746
9/17/2018 21:00,2.345,6.997,13.726,291.841,290.267,287.727,0.315,2.355,72.208
9/18/2018 21:00,3.05,9.866,16.592,292.375,290.502,288.241,0.303,2.458,69.804
9/19/2018 21:00,3.446,9.444,17.048,293.944,291.211,290.109,0.296,2.668,63.633
9/20/2018 21:00,2.774,9.756,16.351,291.662,291.097,286.971,0.286,3.148,75.17
9/21/2018 21:00,1.713,5.836,9.749,291.396,291.066,286.646,0.28,1.872,80.363
9/22/2018 21:00,2.487,9.583,14.477,293.365,291.794,287.136,0.278,2.354,80.873
9/23/2018 21:00,2.877,10.685,15.342,293.777,292.363,287.429,0.274,2.548,76.802
9/24/2018 21:00,2.911,9.892,14.656,293.97,292.532,288.012,0.268,2.36,72.74
9/25/2018 21:00,2.612,9.468,15.487,292.253,292.005,286.932,0.298,2.552,76.662
9/26/2018 21:00,2.882,10.801,17.23,292.375,291.874,287.026,0.315,2.809,76.629
9/27/2018 21:00,2.152,7.467,13.521,291.677,291.686,286.791,0.299,2.438,78.56
9/28/2018 21:00,2.846,10.45,17.256,293.025,291.884,287.78,0.29,2.822,77.69
9/29/2018 21:00,3.34,10.902,18.056,293.3,292.189,288.759,0.282,2.808,70.156
9/30/2018 21:00,3.241,10.821,18.434,292.46,291.842,287.642,0.271,2.83,69.408
10/1/2018 21:00,2.846,10.949,17.87,292.562,292.218,286.615,0.265,2.759,77.172
10/2/2018 21:00,3.037,8.428,14.659,292.043,291.598,288.098,0.257,3.048,65.901
10/3/2018 21:00,3.04,9.519,14.565,294.955,292.734,289.008,0.255,2.574,70.672
10/4/2018 21:00,2.682,9.488,15.335,293.032,292.644,287.85,0.25,2.878,77.611
10/5/2018 21:00,2.326,9.13,14.055,292.337,292.509,286.675,0.245,2.69,82.252
10/6/2018 21:00,3.075,10.836,16.66,293.668,292.792,287.805,0.243,2.844,73.956
10/7/2018 21:00,3.781,11.359,18.455,293.851,292.678,289.292,0.238,2.421,61.011
10/8/2018 21:00,4.644,10.941,17.669,295.222,293.311,291.191,0.324,2.759,47.063
10/9/2018 21:00,2.902,11.232,17.248,292.916,293.103,287.052,0.353,3.28,78.428
10/10/2018 21:00,2.276,7.697,10.759,292.712,292.584,287.303,0.319,2.75,78.152
10/11/2018 21:00,2.646,8.859,13.421,292.861,292.42,287.072,0.305,2.943,74.223
10/12/2018 21:00,2.616,11.613,18.345,290.599,291.684,284.292,0.292,2.658,80.651
10/13/2018 21:00,3.364,12.026,20.455,292.325,291.801,286.446,0.283,2.583,67.764
10/14/2018 21:00,3.36,12.419,18.845,293.557,292.697,286.715,0.276,2.668,70.798
10/15/2018 21:00,2.762,10.486,16.444,292.296,292.379,286.233,0.266,2.34,75.594
10/16/2018 21:00,3.334,11.959,17.877,293.818,293.108,287.469,0.262,2.399,70.697
10/17/2018 21:00,3.494,12.642,20.665,292.783,292.687,287.55,0.253,2.826,71.151
10/18/2018 21:00,3.258,12.935,20.008,292.185,292.951,286.521,0.281,2.776,75.471
10/19/2018 21:00,3.119,12.185,19.168,292.305,292.797,286.636,0.352,2.565,75.72
10/20/2018 21:00,3.444,13.171,19.588,293.511,293.163,287.601,0.318,2.743,74.817
10/21/2018 21:00,2.728,8.974,13.971,293.022,293.048,287.535,0.301,2.337,71.641
10/22/2018 21:00,3.147,11.219,16.843,293.461,293.117,287.64,0.29,2.283,72.087
10/23/2018 21:00,3.652,14.314,20.722,293.126,293.406,287.693,0.28,2.77,75.183
10/24/2018 21:00,3.628,13.936,19.904,293.516,293.583,287.895,0.332,2.644,74.53
10/25/2018 21:00,3.633,13.942,19.989,293.49,293.631,288.199,0.315,2.646,75.294
10/26/2018 21:00,3.736,13.492,19.684,294.581,294.191,289.104,0.299,2.635,73.119
10/27/2018 21:00,3.39,13.132,18.886,293.5,294.101,288.118,0.284,2.39,77.204
10/28/2018 21:00,3.901,14.901,19.847,294.611,294.478,288.801,0.273,2.571,74.909
10/29/2018 21:00,3.811,13.91,18.547,295.436,295.009,289.46,0.262,2.629,74.264
10/30/2018 21:00,3.804,14.369,20.07,294.661,295.269,289.357,0.258,2.631,76.346
10/31/2018 21:00,3.705,14.075,20.311,293.909,294.86,288.741,0.271,2.806,75.738
11/1/2018 21:00,3.903,13.757,18.629,294.854,295.026,289.256,0.266,2.462,70.325
11/2/2018 21:00,3.973,15.435,21.078,293.598,294.611,288.517,0.254,2.499,74.839
11/3/2018 21:00,3.691,13.567,18.308,294.509,295.135,288.907,0.247,2.266,73.469
11/4/2018 21:00,3.613,13.948,19.58,293.489,294.811,288.385,0.237,2.352,76.229
11/5/2018 21:00,3.613,14.053,19.842,293.365,294.84,288.219,0.231,2.28,76.287
11/6/2018 21:00,3.559,13.941,20.016,293.012,294.895,288.184,0.232,2.441,77.077
11/7/2018 21:00,3.541,13.249,18.304,293.98,294.979,288.958,0.268,2.369,76.105
11/8/2018 21:00,3.308,11.993,16.71,293.744,294.606,289,0.275,2.119,75.249
11/9/2018 21:00,3.373,12.544,18.215,293.515,294.415,288.672,0.264,2.314,75.993
11/10/2018 21:00,3.879,14.931,22.812,293.064,294.414,288.445,0.253,2.491,74.505
11/11/2018 21:00,4.296,15.043,23.264,292.777,294.227,288.592,0.241,2.235,63.72
11/12/2018 21:00,4.285,14.547,23.401,293.301,294.377,289.282,0.232,1.952,62.082
11/13/2018 21:00,4.819,14.82,23.298,294.558,294.685,290.718,0.225,2.555,58.054
11/14/2018 21:00,4.392,15.466,21.273,295.117,295.721,290.318,0.222,2.459,69.929
11/15/2018 21:00,4.059,14.218,19.437,294.695,295.47,290.128,0.218,2.24,70.711
11/16/2018 21:00,4.254,15.243,22.139,294.552,295.522,290.411,0.214,2.16,71.957
11/17/2018 21:00,4.319,15.834,23.294,293.692,295.342,289.793,0.21,2.671,72.23
11/18/2018 21:00,4.096,14.117,19.657,295.003,295.81,290.495,0.208,2.217,70.194
11/19/2018 21:00,3.749,12.997,18.526,294.342,295.57,290.118,0.205,2.149,71.886
11/20/2018 21:00,4.125,14.208,19.455,295.011,295.875,290.68,0.203,2.17,70.349
11/21/2018 21:00,4.462,15.653,21.617,295.082,296.025,290.953,0.203,2.311,70.794
11/22/2018 21:00,4.063,14.369,19.294,295.007,295.926,290.806,0.205,2.183,73.362
11/23/2018 21:00,4.603,16.9,23.058,294.735,295.882,290.628,0.205,2.682,73.145
11/24/2018 21:00,4.425,16.702,21.07,294.419,295.874,290.092,0.204,2.518,74.707
11/25/2018 21:00,4.023,14.646,19.52,294.19,295.764,290.084,0.202,2.641,74.435
11/26/2018 21:00,3.892,13.772,18.081,294.288,295.555,290.168,0.201,2.174,72.646
11/27/2018 21:00,3.752,12.933,17.22,294.093,295.449,290.223,0.201,2.788,73.384
11/28/2018 21:00,4.049,13.962,18.907,293.992,295.28,290.178,0.218,2.427,70.272
11/29/2018 21:00,4.165,14.914,19.917,293.422,295.221,289.971,0.221,2.247,71.275
11/30/2018 21:00,4.264,15.486,20.906,292.888,294.981,289.739,0.219,2.221,71.009
12/1/2018 21:00,4.516,15.775,21.985,293.48,295.118,290.31,0.217,2.374,68.175
12/2/2018 21:00,4.073,14.783,21.152,292.83,294.925,289.448,0.213,2.115,71.107
12/3/2018 21:00,4.111,13.854,20.176,293.139,294.873,289.822,0.21,1.929,64.728
12/4/2018 21:00,4.672,16.665,24.232,292.801,294.763,289.961,0.208,2.276,67.479
12/5/2018 21:00,4.586,16.772,24.45,293.158,294.69,290.221,0.214,2.563,71.576
12/6/2018 21:00,4.376,15.777,22.056,293.684,295.109,290.564,0.218,2.281,72.42
12/7/2018 21:00,4.7,16.419,24.667,293.557,295.007,290.879,0.217,2.438,68.927
12/8/2018 21:00,5.055,16.334,24.698,294.159,294.998,291.66,0.215,2.377,62.157
12/9/2018 21:00,4.567,16.769,24.542,293.067,295.153,290.16,0.214,2.57,71.82
12/10/2018 21:00,4.44,16.624,22.932,292.675,295.205,289.807,0.212,2.17,72.826
12/11/2018 21:00,4.661,17.006,23.881,293.481,295.353,290.719,0.211,2.518,72.442
12/12/2018 21:00,4.724,16.706,23.02,293.441,295.502,290.691,0.211,2.527,69.389
12/13/2018 21:00,5.03,16.942,24.246,293.422,295.119,290.706,0.216,2.509,63.2
12/14/2018 21:00,4.51,16.7,23.54,292.562,295.307,289.605,0.22,2.409,70.911
12/15/2018 21:00,4.44,16.676,23.313,292.715,295.304,289.744,0.22,2.459,73.084
12/16/2018 21:00,4.501,15.706,20.172,294.312,295.903,290.867,0.221,2.374,69.983
12/17/2018 21:00,4.922,17.091,23.394,294.62,296.297,291.544,0.221,2.744,69.708
12/18/2018 21:00,4.198,15.263,20.678,293.606,296.14,290.307,0.218,2.22,73.352
12/19/2018 21:00,4.016,14.553,19.624,293.2,295.978,290.005,0.216,2.322,73.498
12/20/2018 21:00,4.14,14.873,19.05,293.37,295.838,290.053,0.219,2.61,72.615
12/21/2018 21:00,4.086,13.957,18.752,293.852,295.609,290.715,0.231,2.172,70.084
12/22/2018 21:00,4.561,17.227,23.995,292.763,295.429,290.037,0.235,2.531,73.811
12/23/2018 21:00,4.654,16.991,21.637,294.031,295.995,290.759,0.236,2.376,72.537
12/24/2018 21:00,4.584,16.155,20.379,294.444,296.307,291.033,0.235,2.532,71.073
12/25/2018 21:00,4.472,16.03,19.663,294.409,296.285,290.872,0.232,2.324,72.35
12/26/2018 21:00,4.744,16.528,20.282,295.058,296.738,291.459,0.231,2.835,70.956
12/27/2018 21:00,4.681,16.547,20.378,295.067,297.045,291.494,0.229,2.586,72.185
12/28/2018 21:00,4.922,16.984,21.447,295.099,297.185,291.619,0.243,2.69,69.355
12/29/2018 21:00,4.821,16.933,21.56,294.858,297.003,291.331,0.263,2.527,70.219
12/30/2018 21:00,4.708,16.792,21.392,294.653,297.005,291.146,0.265,2.48,71.545
12/31/2018 21:00,4.961,17.181,22.723,294.634,296.91,291.463,0.262,2.623,68.787
1/1/2019 21:00,4.738,16.383,20.894,295.078,296.828,291.762,0.257,2.516,70.743
