system:index,AREA,BEGAN,COUNTRY,DEAD,DISPLACED,ENDED,GLIDENUMBE,ID,LAT,LONG,MAINCAUSE,MAINCAUSEF,OTHERCOUNT,SEVERITY,VALIDATION,.geo
0000000000000000113a,134175.4838,6/30/2002,Texas,9,4000,7/23/2002,0,1972,29.532606,-98.359295,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-98.35929694701453,29.532603981466785]}"
00000000000000000013,252250.7015,8/7/2002,Germany,55,250000,8/28/2002,0,2024,48.568393,13.029419,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[13.02941747345095,48.5683949011009]}"
0000000000000000004f,2203.324188,11/23/2002,Costa Rica,8,7000,12/13/2002,0,2094,9.826614,-83.084093,Heavy rain,Heavy rain,Panama,2.0,News,"{""type"":""Point"",""coordinates"":[-83.08409335990504,9.826614632600805]}"
00000000000000000051,40845.92165,11/24/2002,Morocco,63,0,11/29/2002,0,2097,33.109088,-7.098795,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-7.098795235963717,33.109088408797795]}"
00000000000000000072,607286.0062,1/15/2003,Zambia,7,20000,7/1/2003,0,2161,-12.176378,21.700514,Heavy rain,Heavy rain,Angola,2.0,News,"{""type"":""Point"",""coordinates"":[21.700514036364947,-12.17637806462359]}"
0000000000000000009d,22883.25997,3/11/2003,Zambia,0,6400,3/15/2003,0,2181,-16.066257,27.689975,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[27.689974112252393,-16.066257032192887]}"
000000000000000000ab,241748.6957,4/7/2003,Georgia,2,20000,4/17/2003,0,2200,40.222451,47.13483,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[47.13482958522648,40.222451527903125]}"
000000000000000000e0,546.9337074,7/12/2003,Panama,0,4000,7/13/2003,0,2292,8.903148,-79.726528,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-79.72652849879296,8.903148181735324]}"
000000000000000000f0,95753.23415,7/28/2003,Sudan and Eritrea,20,325000,8/21/2003,0,2298,15.382842,36.458941,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[36.458939025087425,15.382841827438613]}"
0000000000000000011d,70921.02201,10/17/2003,Canada and USA,4,4000,10/26/2003,0,2369,49.502347,-122.852699,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-122.85269758258846,49.50234915764408]}"
0000000000000000014f,615606.1712,2/1/2004,Namibia,10,40000,6/2/2004,0,2430,-14.561533,21.427401,Heavy rain,Heavy rain,Zambia,2.0,News,"{""type"":""Point"",""coordinates"":[21.4274030150435,-14.561533381707575]}"
0000000000000000017b,45909.97221,6/9/2004,Georgia,0,0,6/12/2004,0,2497,42.349424,42.410757,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[42.41075536988169,42.34942489399259]}"
00000000000000000181,750.0226446,6/19/2004,Slovakia,0,0,6/20/2004,0,2506,48.90584,18.067152,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[18.067153775097232,48.905841832421466]}"
00000000000000000195,16222.47131,7/27/2004,Slovakia,2,1175,8/10/2004,0,2534,48.966401,21.157996,Heavy rain,Heavy rain,Poland,2.0,News,"{""type"":""Point"",""coordinates"":[21.157997506697455,48.96640088382832]}"
0000000000000000019b,4070.77245,8/3/2004,Saudi Arabia,8,0,8/4/2004,0,2542,17.386616,42.48991,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[42.4899088726814,17.38661469052243]}"
000000000000000001a9,110.2098684,10/7/2004,Togo,0,300,11/4/2004,0,2576,6.148203,1.223784,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[1.2237824477140076,6.148204073390125]}"
000000000000000001af,6532.211285,10/27/2004,Ireland,0,200,10/31/2004,0,2579,52.154843,-7.821175,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-7.821174065723001,52.15484096018532]}"
000000000000000001b8,5108.199042,11/23/2004,Panama,0,6500,11/26/2004,0,2590,8.439373,-77.857776,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-77.8577772156075,8.439374917570632]}"
000000000000000001cb,2339.479485,1/15/2005,Guyana,31,375000,2/25/2005,0,2613,6.60784,-58.038278,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-58.03827699032498,6.607839291777218]}"
00000000000000000215,7725.617551,8/14/2005,Sierra Leone,20,15000,8/16/2005,0,2713,7.418563,-11.687625,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-11.687624916357496,7.418561831607373]}"
00000000000000000219,44952.68947,8/21/2005,Switzerland,12,2500,8/26/2005,0,2716,47.486489,9.57806,Heavy rain,Heavy rain,Austria,2.0,News,"{""type"":""Point"",""coordinates"":[9.578059880780678,47.48648767160438]}"
00000000000000000227,147088.3388,9/27/2005,Mauritania,0,3000,10/7/2005,0,2742,17.04635,-11.983202,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-11.983200888786211,17.046349607336076]}"
0000000000000000023b,224148.1621,12/22/2005,Malawi,23,50000,2/7/2006,0,2773,-17.236452,37.168911,Heavy rain,Heavy rain,Mozambique,2.0,News,"{""type"":""Point"",""coordinates"":[37.168912635716026,-17.23645000344658]}"
0000000000000000023c,114098.6722,12/22/2005,Western Sahara,0,3000,12/26/2005,0,2774,27.118839,-10.878919,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-10.878917890203498,27.118839072023892]}"
00000000000000000242,2252.490528,1/14/2006,Trinidad,0,600,1/17/2006,0,2781,10.319218,-61.239311,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-61.23930956805691,10.319215985076024]}"
00000000000000000246,41523.05337,1/30/2006,Norway,1,200,2/4/2006,0,2790,64.15007,11.931837,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[11.931836503751565,64.15006804451266]}"
00000000000000000249,34451.65442,2/3/2006,Papua New Guinea,1,12000,2/19/2006,FL-2006-000025-PNG,2795,-9.069915,147.275322,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[147.27532336624208,-9.069914102033145]}"
00000000000000000251,30123.56874,2/15/2006,Lesotho,9,3000,2/23/2006,0,2801,-29.669537,28.241643,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[28.241645176382615,-29.669538515717054]}"
00000000000000000258,64885.47124,3/7/2006,Malawi,3,8000,3/14/2006,0,2816,-14.591464,35.11894,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[35.11893902661746,-14.59146286797831]}"
0000000000000000026f,62043.81415,5/7/2006,Suriname,3,22000,5/29/2006,FL-2006-000057-SUR,2858,3.417282,-56.484401,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-56.484400668927535,3.417281142419837]}"
00000000000000000277,33213.1675,5/26/2006,Morocco,6,1100,5/28/2006,0,2872,32.146325,-4.04668,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-4.046678797012669,32.14632390034831]}"
0000000000000000038e,75830.04622,1/30/2008,Ecuador,51,265000,5/1/2008,FL-2008-000018-ECU,3263,-1.247285,-79.65779,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-79.65779145605408,-1.2472863693667207]}"
00000000000000000d74,46967.9609,1/26/1990,UK,47,0,2/10/1990,0,392,52.800661,-3.22846,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-3.2284605083116715,52.800661483957995]}"
00000000000000000d79,118150.2111,2/26/1990,UK,17,2000,2/28/1990,0,398,52.25701,-1.245291,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-1.24529315119583,52.25700788352186]}"
00000000000000000e35,111333.7186,9/21/1992,UK,0,0,9/26/1992,0,697,52.57095,-1.628123,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-1.628124813038373,52.570950893189725]}"
00000000000000000e56,4408.819876,6/11/1993,UK,8,2500,6/13/1993,0,749,53.627075,-6.328554,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-6.328552415496743,53.62707560039522]}"
00000000000000001023,8304.097182,3/7/1999,UK,0,800,3/13/1999,0,1498,54.06034,-0.566246,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-0.5662478654739317,54.06033969515224]}"
0000000000000000106b,96949.62174,10/29/2000,UK,13,6000,10/30/2000,0,1657,52.67499,-0.67815,Heavy rain,Heavy rain,Ireland,2.0,News,"{""type"":""Point"",""coordinates"":[-0.678149006410156,52.67499063896873]}"
0000000000000000003b,7597.357115,10/22/2002,UK,0,100,10/25/2002,0,2074,55.603158,-2.786749,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-2.7867508761594295,55.60315744593714]}"
00000000000000000047,11753.31168,11/14/2002,UK,1,400,11/25/2002,0,2085,53.00046,-6.116733,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-6.116731738154901,53.000460424859746]}"
000000000000000001a0,140.9622099,8/16/2004,UK,0,150,8/17/2004,0,2549,50.679998,-4.67383,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-4.673829064674565,50.67999774585915]}"
000000000000000001c7,4747.175533,1/8/2005,UK,3,3000,1/10/2005,0,2609,55.183051,-2.726432,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-2.726432616209467,55.18305215838884]}"
00000000000000000234,213.2688152,11/11/2005,UK,0,0,11/11/2005,0,2764,51.91511,-4.300967,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-4.300967952787527,51.915110769349965]}"
000000000000000002bb,2299.579842,10/26/2006,UK,1,300,10/28/2006,0,2983,57.704243,-4.18243,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-4.182431669483775,57.70424127131031]}"
0000000000000000038a,55862.28675,1/15/2008,UK,0,300,1/26/2008,0,3259,52.91582,-1.647855,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-1.647856335199871,52.91582222776428]}"
00000000000000000c93,9865.437904,6/10/1985,USA,0,320,6/11/1985,0,25,36.358079,-96.101058,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-96.10105656411373,36.358078618359535]}"
00000000000000000caf,57867.0107,11/1/1985,USA,54,18000,11/9/1985,0,65,38.83702,-78.454337,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-78.45433805004274,38.83702220790065]}"
00000000000000000cb8,6985.67804,7/1/1986,USA,1,640,7/2/1986,0,88,41.717758,-94.916858,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-94.91685755645115,41.717757556963555]}"
00000000000000000cc1,49214.90144,9/25/1986,USA,1,700,10/5/1986,0,105,48.026282,-107.521955,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-107.52195589185831,48.02628414962928]}"
00000000000000000cc2,107660.7953,9/26/1986,USA,10,55000,10/13/1986,0,107,38.885514,-90.686426,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-90.6864281232281,38.885514931856875]}"
00000000000000000cd5,11883.85961,7/2/1987,USA,0,2100,7/3/1987,0,137,40.580662,-82.634053,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-82.63405412698496,40.58066003372854]}"
00000000000000000cda,999.4600844,7/17/1987,USA,9,0,7/17/1987,0,142,29.924702,-98.783243,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-98.78324152056985,29.924701655298385]}"
00000000000000000ce1,16160.99948,12/25/1987,USA,3,6000,12/29/1987,0,161,35.365658,-90.001667,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-90.00166626995566,35.36565662880357]}"
00000000000000000d1b,6517.481309,9/6/1988,USA,7,1000,9/9/1988,0,247,27.765913,-82.446174,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-82.44617436319908,27.765912603192575]}"
00000000000000000d37,154568.7575,4/9/1989,USA,45,306000,4/19/1989,0,298,43.818961,-120.672051,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-120.67205001711865,43.818961778065166]}"
00000000000000000d70,86746.68932,1/9/1990,USA,4,3000,1/11/1990,0,386,45.013452,-123.093841,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-123.09384130845775,45.013452390959095]}"
00000000000000000d83,277912.4425,4/26/1990,USA,13,4668,6/1/1990,0,408,32.670315,-95.128185,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-95.12818327357606,32.670312865138726]}"
00000000000000000df1,24977.94478,9/5/1991,USA,0,0,9/8/1991,0,579,41.062427,-111.923904,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-111.92390464710216,41.062425770643884]}"
00000000000000000e0b,4604.17868,2/10/1992,USA,8,0,2/12/1992,0,623,34.048583,-118.114615,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-118.11461287173375,34.04858086884936]}"
00000000000000000e5a,444971.2646,6/24/1993,USA,48,31000,8/23/1993,0,754,40.358164,-92.481153,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-92.4811538698253,40.35816426846475]}"
00000000000000000e63,579.3183632,8/21/1993,USA,0,0,8/22/1993,0,772,41.611066,-99.764616,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-99.76461385771539,41.61106464605776]}"
00000000000000000e6f,33628.0343,11/13/1993,USA,5,600,11/16/1993,0,799,34.056349,-91.583353,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-91.58335400462347,34.05634862288448]}"
00000000000000000ee5,50389.54571,9/18/1995,USA,0,300,10/16/1995,0,1000,60.852227,-149.767556,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-149.76755507692246,60.85222838291044]}"
00000000000000000f23,53521.55965,7/18/1996,USA,2,115,7/21/1996,0,1092,40.989955,-79.242625,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-79.24262685247301,40.989956460323285]}"
00000000000000000f46,156686.5399,1/1/1997,USA,20,100000,2/1/1997,0,1141,37.543984,-120.663149,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-120.66314965141595,37.543985461725576]}"
00000000000000000f53,179911.2039,2/28/1997,USA,50,0,3/15/1997,0,1149,37.938354,-84.783536,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-84.78353703519223,37.93835281799338]}"
00000000000000000f5b,282467.2454,3/22/1997,USA,0,50000,4/25/1997,0,1153,45.94761,-95.380876,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-95.3808760711738,45.94761176615073]}"
00000000000000000fbe,185209.8479,3/7/1998,USA,11,18000,3/13/1998,0,1311,32.686746,-86.359334,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-86.35933429736842,32.68674465252067]}"
00000000000000000fc2,19146.28443,3/20/1998,USA,0,560,3/24/1998,0,1324,28.503091,-82.275831,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-82.27583224385639,28.503091189348254]}"
00000000000000000fd1,1697.010027,5/8/1998,USA,0,0,5/10/1998,0,1355,42.247781,-73.127017,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-73.12701880778357,42.247779685479294]}"
00000000000000000fe4,19951.34963,6/13/1998,USA,1,0,6/19/1998,0,1385,44.015132,-70.658262,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-70.65825980504853,44.01513101070941]}"
00000000000000000fe5,73860.38835,6/13/1998,USA,0,1000,6/17/1998,0,1401,39.792738,-93.088101,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-93.08809995061404,39.79273687758465]}"
0000000000000000100d,20712.8028,10/17/1998,USA,29,5300,10/23/1998,0,1459,29.40842,-98.390092,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-98.39009149888962,29.408418017128323]}"
00000000000000001029,58491.35069,4/29/1999,USA,0,450,5/6/1999,0,1506,40.534066,-106.21127,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-106.21127002371368,40.53406688682108]}"
00000000000000001043,18279.39096,11/26/1999,USA,0,100,11/28/1999,0,1570,45.17035,-124.075237,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-124.07523594110856,45.17035032062563]}"
0000000000000000109d,8533.787481,7/8/2001,USA,2,6000,7/9/2001,0,1746,37.840103,-81.876712,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-81.87671148586561,37.84010098538175]}"
00000000000000001103,22335.38774,4/17/2002,USA,0,300,4/22/2002,0,1904,46.487382,-89.575632,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-89.5756303780063,46.4873814895693]}"
00000000000000001109,312.8332286,4/25/2002,USA,1,32,4/27/2002,0,1911,32.731773,-99.316181,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-99.31617990117454,32.73177265495837]}"
0000000000000000111c,5261.386144,5/30/2002,USA,0,0,6/1/2002,0,1935,42.849068,-77.151754,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-77.15175436851223,42.8490671670312]}"
00000000000000001120,47497.7929,6/8/2002,USA,0,0,6/29/2002,0,1943,47.340749,-95.906382,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-95.90638113032237,47.34075087187461]}"
0000000000000000003d,13912.96323,10/24/2002,USA,0,0,10/28/2002,0,2075,60.335681,-150.891253,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-150.89125300149186,60.33568165777821]}"
000000000000000000ad,83502.64766,4/7/2003,USA,0,100,4/10/2003,0,2203,32.334198,-88.650568,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-88.65056756896368,32.334199205033144]}"
000000000000000000bd,313672.7246,5/6/2003,USA,3,2000,5/14/2003,0,2225,35.214217,-85.484459,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-85.48445867068233,35.214216638826436]}"
000000000000000000de,150549.9077,7/5/2003,USA,3,1200,7/21/2003,0,2273,39.788686,-85.976116,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-85.97611469373422,39.78868801382812]}"
0000000000000000010e,32128.22646,9/1/2003,USA,1,500,9/9/2003,0,2342,39.734374,-86.61734,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-86.61733788432079,39.73437616299716]}"
0000000000000000011a,62960.79449,10/12/2003,USA,0,50,10/24/2003,0,2366,27.63037,-99.205473,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-99.20547379932063,27.630369308470986]}"
0000000000000000012a,213997.9627,11/19/2003,USA,9,250,11/22/2003,0,2388,38.875905,-79.315744,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-79.31574273244637,38.875905569086704]}"
0000000000000000017c,28979.14228,6/10/2004,USA,0,500,6/21/2004,0,2498,43.475162,-88.719498,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-88.71949635304784,43.47516062774344]}"
0000000000000000018b,2441.805981,7/12/2004,USA,0,500,7/15/2004,0,2520,39.796729,-74.621861,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-74.62186109033445,39.796727773027484]}"
00000000000000000198,21194.51243,7/28/2004,USA,3,0,7/31/2004,0,2535,32.652764,-97.130033,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-97.13003426410584,32.652761843392355]}"
000000000000000001c4,285908.878,1/5/2005,USA,3,4000,2/1/2005,0,2606,38.210619,-85.352387,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-85.35238901568137,38.21062106921573]}"
000000000000000001c8,71018.18653,1/10/2005,USA,1,850,1/13/2005,0,2610,37.269875,-113.735743,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-113.7357444235425,37.26987560176815]}"
000000000000000001e7,130491.5379,4/1/2005,USA,2,11000,4/6/2005,0,2645,42.218973,-74.734824,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-74.7348234973214,42.21897389267403]}"
0000000000000000022c,38291.77033,10/8/2005,USA,11,3000,10/17/2005,0,2749,43.079752,-72.314006,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-72.31400429001195,43.07974984182912]}"
00000000000000000272,42910.99327,5/11/2006,USA,1,2500,5/22/2006,0,2864,43.16394,-70.789467,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-70.78946885354618,43.16394212881923]}"
00000000000000000278,39986.10035,5/28/2006,USA,0,0,6/2/2006,0,2874,30.167061,-94.727499,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-94.72749737111552,30.167062715755282]}"
00000000000000000283,122594.3855,6/25/2006,USA,11,65000,7/1/2006,FL-2006-000093-USA,2895,40.413284,-75.783161,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-75.78316261408757,40.41328321658639]}"
000000000000000003b2,759750.4324,6/5/2008,USA,0,38000,7/3/2008,,3317,39.822588,-92.233456,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-92.23345526540743,39.82258610003642]}"
00000000000000000db5,448337.9184,1/27/1991,Iran,6,50000,2/5/1991,0,491,31.720845,58.571478,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[58.57147845789182,31.7208453960306]}"
00000000000000000e13,1151219.317,3/28/1992,Iran,105,48000,6/8/1992,0,636,33.35179,52.89761,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[52.89761125906202,33.351788360934755]}"
00000000000000000e0d,40568.07268,3/3/1992,Peru,0,32000,3/25/1992,0,628,-4.688358,-79.60659,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-79.60659205775842,-4.688356815906691]}"
00000000000000000e81,27660.41271,2/27/1994,Peru,17,120000,3/6/1994,0,831,-12.000825,-76.008577,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-76.00857909054137,-12.00082325614943]}"
00000000000000000c8f,458666.207,5/26/1985,China,64,10000,6/6/1985,0,21,25.669367,109.570031,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[109.57002992390811,25.669368142691827]}"
00000000000000000c95,290679.6755,6/28/1985,China,275,60000,7/10/1985,0,28,27.788172,109.973577,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[109.97357856924495,27.788172435651383]}"
00000000000000000d17,50318.08092,8/31/1988,China,58,300000,9/6/1988,0,238,23.524644,110.802511,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[110.80251207777738,23.524643095308587]}"
00000000000000000d1a,47834.64097,9/5/1988,China,0,100000,9/14/1988,0,246,29.154274,112.440606,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[112.44060744077126,29.15427601168822]}"
00000000000000000dc3,1682864.925,5/18/1991,China,400,600000,6/15/1991,0,513,28.734601,110.256465,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[110.25646394007556,28.734598797841056]}"
00000000000000000dc9,19050.23171,6/12/1991,China,22,4000,6/14/1991,0,524,40.212497,116.435689,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[116.43568997949453,40.21249881435184]}"
00000000000000000e10,545359.2748,3/15/1992,China,248,210000,4/23/1992,0,634,25.112824,113.878233,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[113.87823499770536,25.11282328111019]}"
00000000000000000e16,1370.58908,4/1/1992,China,5,3000,5/8/1992,0,640,22.371606,114.115602,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[114.11560186498241,22.3716042858075]}"
00000000000000000e22,392988.4503,6/29/1992,China,228,172000,7/14/1992,0,660,27.379305,119.180171,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[119.18017303676835,27.37930408275777]}"
00000000000000000e25,12868.25432,7/2/1992,China,0,0,7/5/1992,0,663,25.32722,110.294744,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[110.29474532261938,25.327221318860925]}"
00000000000000000e26,65829.36796,7/2/1992,China,96,254472,7/21/1992,0,664,28.512544,112.61483,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[112.61482897803045,28.512544483581557]}"
00000000000000000e5f,56895.89838,7/26/1993,China,72,200000,8/15/1993,0,761,43.930118,121.601907,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[121.6019063597937,43.930118249125464]}"
00000000000000000e8b,121675.0619,5/1/1994,China,70,2000,5/9/1994,0,845,25.939783,118.127898,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[118.12789653377195,25.939781407875945]}"
00000000000000000e8d,1015419.648,6/9/1994,China,719,0,6/29/1994,0,851,25.717729,113.189103,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[113.18910322540057,25.717727093616443]}"
00000000000000000e95,2987.022587,7/22/1994,China,10,2000,7/27/1994,0,866,22.440519,114.115604,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[114.11560186498241,22.440519692588506]}"
00000000000000000e96,1066165.023,7/23/1994,China,128,2000000,8/13/1994,0,867,46.15435,125.126452,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[125.12645117805421,46.15434906829163]}"
00000000000000000ec9,1668229.645,5/15/1995,China,1530,7000000,8/15/1995,0,952,28.291403,112.827101,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[112.82710002457867,28.29140428503802]}"
00000000000000000ed4,231371.2862,7/5/1995,China,65,25000,7/19/1995,0,969,30.180106,108.20908,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[108.20908106868904,30.180105586336612]}"
00000000000000000ed7,325414.5545,7/25/1995,China,123,3000000,8/28/1995,0,977,42.541332,125.153687,Heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[125.15368736728865,42.54133122602973]}"
