system:index,AREA,BEGAN,COUNTRY,DEAD,DISPLACED,ENDED,GLIDENUMBE,ID,LAT,LONG,MAINCAUSE,MAINCAUSEF,OTHERCOUNT,SEVERITY,VALIDATION,.geo
000000000000000003c0,55713.89769,7/22/2008,Ukraine,40,172000,7/30/2008,0,3337,48.171674,24.387496,heavy rain,Heavy rain,,2.0,News,"{""type"":""Point"",""coordinates"":[24.387496985554577,48.17167313947688]}"
000000000000000005c9,554605.2536,6/3/2014,Paraguay,9,265000,7/14/2014,,4150,-24.354116,-53.547014,Heay Rain,Heavy rain,Brazil,2.0,News,"{""type"":""Point"",""coordinates"":[-53.5470124409806,-24.354116155068482]}"
000000000000000005cd,73811.61453,9/17/2009,Ghana,0,5000,9/21/2009,0,3542,8.85094,-0.992335,"Heavy Rain, Dam Release",Heavy rain,0,2.0,0,"{""type"":""Point"",""coordinates"":[-0.992332807534899,8.850941026601578]}"
000000000000000005fa,6023.194837,10/2/2015,Guatamala,500,433,10/3/2015,,4297,14.826244,-90.612773,Landslide,Landslide or avalanche,,2.0,News,"{""type"":""Point"",""coordinates"":[-90.61277269202726,14.826243456644342]}"
000000000000000007b5,323846.8385,3/11/2010,Kazakhstan,43,5000,3/26/2010,FL-2010-000051-KAZ,3624,45.079147,79.212716,Heavy Rain Snowmelt Dam B,Rain/heavy rain and snowmelt,0,2.0,0,"{""type"":""Point"",""coordinates"":[79.21271520260649,45.0791483267795]}"
00000000000000000800,51279.59516,12/5/2013,United Kingdom,8,4000,12/8/2013,,4106,53.443057,7.53306,Storm Surge,Tidal/storm surge,Germany,2.0,News,"{""type"":""Point"",""coordinates"":[7.5330581693567025,53.44305741812162]}"
00000000000000000ae4,68697.08778,5/18/2010,Guatamala,172,94000,5/24/2010,TC-2010-000105-GTM,3653,14.075249,-89.563601,Tropical Cyclone Agatha,Tropical cyclone,,2.0,0,"{""type"":""Point"",""coordinates"":[-89.56359972336409,14.075250575425091]}"
00000000000000000aec,96385.80031,10/19/2008,Honduras,110,320000,11/12/2008,0,3397,15.851885,-89.286868,Tropical Depressions,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-89.28686791198724,15.851885749048478]}"
00000000000000000b1f,50044.62467,8/9/2008,Viet Nam,100,0,8/11/2008,FL-2008-000128-VNM,3355,22.050676,105.21214,Tropical Storm Kammuri,Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[105.21214154617334,22.050673864788887]}"
00000000000000000b21,49034.15573,9/28/2009,Viet Nam,182,357000,10/1/2009,TC-2009-000205-VNM,3548,14.902779,107.981558,Tropical storm Ketsana,Tropical cyclone,,2.0,0,"{""type"":""Point"",""coordinates"":[107.98155989653802,14.902779467125683]}"
00000000000000000b3d,158124.4382,10/24/2012,Viet Nam,30,260000,10/29/2012,TC-2012-000181-VNM;TC-2012-000179-P,4000,19.056471,105.503642,Tropical Storm Son-Tinh,Tropical cyclone,Philippines,2.0,News,"{""type"":""Point"",""coordinates"":[105.50364190023919,19.05647223032]}"
00000000000000000b44,13466.62488,8/10/2011,Cambodia,264,280000,11/15/2011,FL-2011-00071-VNM,3853,12.004283,105.501152,"Tropical Storm, Monsoonal Rain",Tropical cyclone,Viet Nam,2.0,News,"{""type"":""Point"",""coordinates"":[105.50115372185138,12.0042835185669]}"
00000000000000000b55,207343.4543,9/29/2009,American Samoa,100,0,9/29/2009,TS-2009-000209-ASM,3549,-13.835817,-173.454396,Tsunami,Tsunami,,2.0,0,"{""type"":""Point"",""coordinates"":[-173.45439797305013,-13.835819144360315]}"
000000000000000003c1,163705.5457,7/30/2008,USA,0,0,8/11/2008,0,3340,64.276859,-151.020483,heavy rain,Heavy rain,0,2.0,News,"{""type"":""Point"",""coordinates"":[-151.02048220912178,64.27685812386635]}"
000000000000000005d3,46208.31987,4/1/2010,USA,5,3600,5/24/2011,,3799,48.678802,-97.21921,Heavy Rain and Snowmelt,Rain/heavy rain and snowmelt,Canada,2.0,News,"{""type"":""Point"",""coordinates"":[-97.21921182607372,48.67880224318423]}"
000000000000000005d5,171530.7433,5/22/2011,USA,1,1100,6/21/2011,,3813,45.297108,-105.665689,Heavy Rain and Snowmelt,Rain/heavy rain and snowmelt,,2.0,News,"{""type"":""Point"",""coordinates"":[-105.66569009162248,45.297109186271946]}"
0000000000000000060a,100404.0391,9/12/2013,USA,10,11000,9/20/2013,,4089,38.002447,-105.143392,Monsoon Rain,Monsoonal rain,,2.0,News,"{""type"":""Point"",""coordinates"":[-105.14339112613132,38.00244793653561]}"
000000000000000007b1,44401.17466,3/24/2009,USA,0,5000,4/20/2009,FF-2009-000069-IDN,3465,-1.20654,100.730585,Snowmelt and Heavy Rain,Rain/heavy rain and snowmelt,,2.0,News,"{""type"":""Point"",""coordinates"":[100.7305844598223,-1.2065391039403324]}"
00000000000000000b01,67994.98182,6/22/2012,USA,3,17000,7/2/2012,,3938,28.963531,-82.495783,Tropical Storm Debby,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-82.49578186241867,28.963529045924968]}"
00000000000000000b08,98478.88525,8/20/2008,USA,12,400,8/28/2008,FF-2008-000141-ETH,3366,29.657004,-82.858657,Tropical Storm Fay,Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[-82.85865904704704,29.657003982655823]}"
00000000000000000b17,252912.8851,8/27/2011,USA,20,370000,9/13/2011,,3861,40.186216,-74.062065,Tropical Storm Irene,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-74.06206554408486,40.18621687274281]}"
00000000000000000b2b,138622.3374,10/5/2016,USA,920,6000,10/16/2016,,4402,33.031574,-80.894852,Tropical Storm Matthew,Tropical cyclone,Haiti,2.0,News,"{""type"":""Point"",""coordinates"":[-80.89485310670526,33.03157585518575]}"
00000000000000000b3a,293995.0573,10/24/2012,USA,65,0,10/29/2012,TC-2012-000180-CUB; TC-2012-000180-,3997,39.923119,-75.228018,Tropical Storm Sandy,Tropical cyclone,Haiti,2.0,News,"{""type"":""Point"",""coordinates"":[-75.22801791023672,39.92312099238741]}"
00000000000000000b4d,61355.2348,10/1/2015,USA,15,800,10/13/2015,,4295,33.503329,-80.492683,"Heavy Rain, Tropical Storm Joaquin",Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-80.49268232359393,33.5033309102361]}"
000000000000000005cc,1430155.557,8/7/2013,China,100,260000,10/14/2013,,4083,50.532277,130.272429,"Heavy Rain, began with #4079",Heavy rain,Russia,2.0,News,"{""type"":""Point"",""coordinates"":[130.27242769867183,50.53227664616058]}"
00000000000000000b0b,533930.1507,7/28/2008,China,0,93000,8/8/2008,0,3345,32.555928,114.4146,Tropical Storm Fung-Wong,Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[114.4145979679191,32.55592800491573]}"
00000000000000000b1e,8409.855427,8/8/2008,China,0,42000,8/11/2008,,3354,22.54733,113.151369,Tropical Storm Kammuri,Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[113.15137031228632,22.547328540121693]}"
00000000000000000b53,82764.22034,7/18/2014,China,46,100000,7/29/2014,,4167,21.495497,107.508411,Typhoon Rammasun,Tropical cyclone,Viet Nam,2.0,News,"{""type"":""Point"",""coordinates"":[107.50840914285793,21.495497947230668]}"
00000000000000000b54,9559.886969,8/3/2012,China,2,800000,8/6/2012,,3963,40.519484,122.594372,Typhoons  Damrey and Saola,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[122.59437294036024,40.519485626376316]}"
0000000000000000077e,283806.1505,7/20/2008,India,142,225000,8/8/2008,,3338,27.49945,89.78715,monsoonal rainfall,Monsoonal rain,,2.0,News,"{""type"":""Point"",""coordinates"":[89.78714783647649,27.499450101541814]}"
00000000000000000b33,126082.8312,11/4/2012,India,40,70000,11/8/2012,,4001,11.828347,78.804243,Tropical Storm Nilam,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[78.80424370970664,11.828345227402142]}"
00000000000000000b38,246385.2265,10/12/2013,India,27,250000,10/14/2013,,4091,21.271935,84.249523,Tropical Storm Phailin,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[84.24952401123366,21.271936456815105]}"
00000000000000000b39,93202.05376,11/10/2015,India,180,400000,12/4/2015,TC-2015-000163-IND,4309,11.827777,78.855441,Tropical Storm Rovan,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[78.8554431080023,11.827778921568353]}"
00000000000000000b4e,629961.6058,7/15/2015,India,206,300000,8/19/2015,,4282,26.20738,82.616452,Monsoonal Rain and Tropical Storm K,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[82.61645405512701,26.207380980295333]}"
00000000000000000c3f,25504.054,9/6/2009,India,0,37000,9/10/2009,0,3539,22.526256,88.060497,Dam release,Dam/levee break or release,0,2.0,0,"{""type"":""Point"",""coordinates"":[88.06049918566224,22.52625482854311]}"
00000000000000000c41,464317.9956,9/22/2008,India,2400,0,9/29/2008,0,3382,20.95224,84.406372,Dam release and Heavy  Rain,Dam/levee break or release,0,2.0,News,"{""type"":""Point"",""coordinates"":[84.40637289078862,20.952241206788305]}"
00000000000000000804,24107.57436,12/1/2008,Italy,0,0,12/4/2008,0,3415,17.204109,121.76913,High Tides,Tidal/storm surge,0,2.0,News,"{""type"":""Point"",""coordinates"":[121.76913156750007,17.204108143505938]}"
00000000000000000b03,52859.21788,9/9/2015,Japan,3,100000,9/11/2015,TC-2015-000124-JPN,4292,36.937466,140.04611,Tropical Storm Etau,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[140.04610834266717,36.93746745463798]}"
00000000000000000b56,4766.615646,3/11/2011,Japan,10000,200000,3/11/2011,,3787,37.802184,140.823207,Tsunami,Tsunami,,2.0,News,"{""type"":""Point"",""coordinates"":[140.8232048014533,37.80218524912431]}"
00000000000000000c71,169564.3109,9/17/1990,Japan,38,60000,9/20/1990,0,461,37.174848,138.567792,Extra-tropical cyclone,Extra-tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[138.56779148862037,37.17484769921816]}"
000000000000000005fb,4395.445783,5/5/2012,Nepal,17,0,5/7/2012,FL-2012-000071-NPL,3923,28.524014,83.830724,Avalance Breach,Landslide or avalanche,,2.0,News,"{""type"":""Point"",""coordinates"":[83.83072524029402,28.524013291491023]}"
00000000000000000600,163725.6514,8/18/2008,Nepal,400,10000000,9/24/2008,0,3365,26.950613,84.923215,Heavy monsoon rains,Monsoonal rain,,2.0,News,"{""type"":""Point"",""coordinates"":[84.92321391659037,26.95061502568159]}"
00000000000000000803,30834.34503,2/28/2010,France,48,500,3/2/2010,0,3612,46.773237,-1.532128,Storm Surge and Heavy Rai,Tidal/storm surge,0,2.0,0,"{""type"":""Point"",""coordinates"":[-1.53212928555979,46.7732366217015]}"
00000000000000000ae3,457328.3472,7/21/2008,Mexico,1,180,7/29/2008,FL-2008-000111-MEX,3336,29.795554,-102.791302,"Tropical Cyclone ""Dolly""",Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-102.79130004335863,29.795552711487428]}"
00000000000000000ae5,209024.8803,6/30/2010,Mexico,6,50000,7/7/2010,TC-2010-000123-MEX,3671,24.31123,-100.417006,Tropical Cyclone Alex,Tropical cyclone,0,2.0,0,"{""type"":""Point"",""coordinates"":[-100.41700709644083,24.31122852113644]}"
00000000000000000af2,14761.28998,8/15/2010,Mexico,100,50000,10/6/2010,0,3707,17.909999,-92.249999,Tropical Storm,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-92.24999853031572,17.909997217569583]}"
00000000000000000b1c,311970.5277,10/10/2011,Mexico,120,60000,11/1/2011,,3871,18.280192,-100.833256,"Tropical storm Jova, Heavy Rain",Tropical cyclone,Gutamala,2.0,News,"{""type"":""Point"",""coordinates"":[-100.83325526157789,18.28019178702666]}"
00000000000000000b2a,98327.19951,9/18/2010,Mexico,19,0,9/30/2010,0,3721,14.399999,-87.569999,Tropical Storm Matthew,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[-87.56999806978318,14.399997986945445]}"
00000000000000000c81,231499.2948,7/7/2001,Russia,11,20000,7/13/2001,0,1745,55.238547,101.958667,Extra-tropical cyclone,Extra-tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[101.95866548095182,55.23854567099898]}"
000000000000000007b9,1434589.043,4/1/2003,Russia,1,8000,5/14/2003,0,2199,49.2409,42.899438,Snow Melt,Snowmelt,0,2.0,News,"{""type"":""Point"",""coordinates"":[42.89943717253093,49.24089868557739]}"
00000000000000000ae9,24905.81031,8/9/2009,Taiwan,500,2000000,8/12/2009,TC-2009-000150-TWN,3522,24.286697,121.008824,"Tropical Cyclone, Morakot",Tropical cyclone,,2.0,0,"{""type"":""Point"",""coordinates"":[121.00882362418015,24.286699006241435]}"
00000000000000000b04,6726.246266,9/18/2010,Taiwan,0,0,9/20/2010,0,3719,22.429267,120.701063,Tropical Storm Fanapi,Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[120.70106092857237,22.42926492152961]}"
00000000000000000b1d,17090.28511,7/18/2008,Taiwan,19,0,7/18/2008,0,3333,22.939614,120.784687,Tropical Storm Kalmaegi,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[120.78468690972869,22.93961349619754]}"
00000000000000000b0e,58984.46437,9/25/2008,Vietnam,41,0,9/29/2008,FL-2008-000166-GTM,3385,21.899394,104.593342,Tropical Storm Hagupit,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[104.59334317478454,21.899394402449683]}"
00000000000000000602,253686.9335,9/1/2014,Pakistan,300,30000,10/11/2014,,4179,33.944858,75.341864,Monoonal Rain,Monsoonal rain,India,2.0,News,"{""type"":""Point"",""coordinates"":[75.34186321923225,33.94485771924517]}"
00000000000000000807,55444.49602,12/26/2004,Thailand,160000,5000000,12/29/2004,0,2604,8.183515,98.883781,Tidal surge,Tidal/storm surge,0,2.0,News,"{""type"":""Point"",""coordinates"":[98.88378087202189,8.183516158224958]}"
00000000000000000b20,219466.0866,8/11/2008,Thailand,130,4000,8/20/2008,0,3360,17.310893,103.661002,Tropical Storm Kammuri; Heavy monso,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[103.6610031128227,17.310894695533865]}"
00000000000000000b4b,96785.77237,8/5/2011,Thailand,790,10000,1/9/2012,,3850,17.0382,102.822185,"Tropical Storms, Monsoonal Rain",Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[102.82218377725478,17.03819837061038]}"
00000000000000000aea,911256.2095,12/25/2010,Australia,35,175000,2/4/2011,0,3764,-24.774728,147.631347,"Cylone Tasha, Monsoon Rain, Cyclone",Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[147.6313469125513,-24.774729780136873]}"
00000000000000000b02,132806.5775,1/26/2009,Australia,0,400,2/27/2009,0,3440,29.613941,0.706865,"Tropical Storm Dominic, Heavy Rains",Tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[0.7068656171943475,29.61394244378269]}"
00000000000000000b61,111978.3621,11/17/2000,Australia,0,600,12/2/2000,0,1667,-31.193078,150.570505,0,,0,2.0,News,"{""type"":""Point"",""coordinates"":[150.57050540361647,-31.19307957264791]}"
00000000000000000c72,96489.97092,12/25/1990,Australia,6,800,1/16/1991,0,488,-23.67208,149.127287,Extra-tropical cyclone,Extra-tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[149.12728613396132,-23.672078812539723]}"
00000000000000000c7b,990198.3122,3/5/1995,Australia,7,0,3/13/1995,0,938,-26.820967,117.538197,Extra-tropical cyclone,Extra-tropical cyclone,0,2.0,News,"{""type"":""Point"",""coordinates"":[117.53819825585794,-26.82096666255265]}"
00000000000000000609,22133.28624,1/5/2011,Sri Lanka,23,325000,1/18/2011,FL-2011-000003-LKA,3768,7.603264,81.25223,Monsoon Rain,Monsoonal rain,,2.0,News,"{""type"":""Point"",""coordinates"":[81.25223221973472,7.603262256342153]}"
00000000000000000780,50412.40366,8/13/2013,Philippines,8,280000,8/21/2013,,4084,16.319145,121.142078,Monsoonal Rain and Offshore Tropica,Monsoonal rain,,2.0,News,"{""type"":""Point"",""coordinates"":[121.1420794000613,16.319146030236965]}"
00000000000000000af0,36440.73417,9/1/2009,Philippines,9,0,9/10/2009,TC-2009-000193-PHL,3537,17.229622,121.371121,Tropical Storm,Tropical cyclone,0,2.0,0,"{""type"":""Point"",""coordinates"":[121.37112112567159,17.22962311973376]}"
00000000000000000af5,61672.67682,7/28/2008,Philippines,4,76000,7/29/2008,0,3339,23.346289,120.975437,"Tropical Storm ""Fung-wong""",Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[120.975438334593,23.346287971372856]}"
00000000000000000afb,68024.31566,12/4/2012,Philippines,74,60000,12/4/2012,,4005,7.987227,124.468671,Tropical Storm Bopha,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[124.46867134525618,7.987226529852274]}"
00000000000000000b10,32476.98541,11/8/2013,Philippines,2000,200000,11/19/2013,,4100,11.445167,125.051551,Tropical Storm Haiyan/Yolanda,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[125.05155165765946,11.445165755677431]}"
00000000000000000b22,25299.25723,9/25/2009,Philippines,420,200000,10/1/2009,TC-2009-000205-PHL,3547,14.872162,120.748581,Tropical storm Ketsana/On,Tropical cyclone,0,2.0,0,"{""type"":""Point"",""coordinates"":[120.74858156849893,14.872163279292728]}"
00000000000000000b23,80271.74995,10/22/2015,Philippines,54,60000,10/28/2015,TC-2015-000143-PHL,4300,16.691018,121.241052,Tropical Storm Koppu,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[121.24105360704363,16.69101722169014]}"
00000000000000000b30,54531.06634,10/12/2013,Philippines,13,2500,10/14/2013,,4093,16.64132,121.191565,Tropical Storm Nari,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[121.19156650355247,16.641320540449488]}"
00000000000000000b41,23573.85981,12/16/2011,Philippines,957,1000,12/22/2011,,3884,8.526491,124.875163,Tropical Storm Washi,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[124.87516299728831,8.526492374851802]}"
00000000000000000b4c,18520.07173,9/28/2011,Philippines,1,180000,10/2/2011,,3867,17.342998,121.54776,Tropical stroms Pendring and Nalgae,Tropical cyclone,,2.0,News,"{""type"":""Point"",""coordinates"":[121.54775949570173,17.34300022311867]}"
00000000000000000b52,34498.77059,10/2/2009,Philippines,438,40000,10/17/2009,TC-2009-000214-PHL,3552,17.57569,121.422102,Typhoon Parma,Tropical cyclone,0,2.0,0,"{""type"":""Point"",""coordinates"":[121.42210202801562,17.575689493390644]}"
000000000000000005d0,2306.698881,3/10/2011,Lebanon,3,0,3/11/2011,,3788,34.522176,36.397033,Heavy Rain and Snow,Rain/heavy rain and snowmelt,Syria,1.0,News,"{""type"":""Point"",""coordinates"":[36.39703332516244,34.52217753263481]}"
000000000000000005d6,56089.62575,6/8/2011,Norway,0,0,6/13/2011,,3823,62.35738,9.654309,Heavy Rain and Snowmelt,Rain/heavy rain and snowmelt,,1.0,News,"{""type"":""Point"",""coordinates"":[9.654310508794604,62.357380107096866]}"
000000000000000005fd,27784.17042,6/5/1994,Colombia,2,240,6/9/1994,0,850,2.126403,-76.85468,Avalanche related,Landslide or avalanche,0,1.0,News,"{""type"":""Point"",""coordinates"":[-76.85468013812957,2.126402601154629]}"
000000000000000007b6,220029.0575,3/22/2003,Ukraine,0,130,4/4/2003,0,2187,48.240995,33.319354,Snow Melt,Snowmelt,0,1.0,News,"{""type"":""Point"",""coordinates"":[33.319352859871984,48.24099432445374]}"
000000000000000007b7,285012.0373,3/22/2003,Belarus,0,0,5/5/2003,0,2193,52.57734,25.203028,Snow Melt,Snowmelt,Ukraine,1.0,News,"{""type"":""Point"",""coordinates"":[25.20302643632035,52.57734078499932]}"
00000000000000000805,12149.78135,9/1/1992,Nicaragua,100,16000,9/1/1992,0,688,12.073886,-86.626737,Tidal surge,Tidal/storm surge,0,1.0,News,"{""type"":""Point"",""coordinates"":[-86.62673766934145,12.073885626910137]}"
00000000000000000806,8053.08801,6/2/1998,North Korea,0,0,6/5/1998,0,1379,38.747359,127.539502,Tidal surge,Tidal/storm surge,0,1.0,News,"{""type"":""Point"",""coordinates"":[127.53950263132852,38.74735860391796]}"
00000000000000000af1,28284.25696,10/23/2009,Viet Nam,1,0,10/26/2009,0,3558,15.565232,107.389726,Tropical Storm,Tropical cyclone,0,1.0,0,"{""type"":""Point"",""coordinates"":[107.3897257092194,15.565232437827712]}"
00000000000000000af9,33638.35551,5/31/2008,Belize,2,0,6/5/2008,FL-2008-000084-BLZ,3316,17.301897,-89.113587,Tropical Storm Arthur,Tropical cyclone,0,1.0,News,"{""type"":""Point"",""coordinates"":[-89.11358724505033,17.30189622960801]}"
00000000000000000afe,68318.9814,7/23/2010,Viet Nam,8,12400,7/25/2010,0,3693,22.106871,105.95077,Tropical Storm Chanthu,Tropical cyclone,0,1.0,0,"{""type"":""Point"",""coordinates"":[105.95076934017139,22.10687191536547]}"
00000000000000000b05,60608.98167,1/22/2009,Madagascar,3,3000,1/29/2009,0,3442,-2.635306,120.263825,Tropical Storm Fanele,Tropical cyclone,0,1.0,News,"{""type"":""Point"",""coordinates"":[120.26382377477674,-2.6353064270812467]}"
00000000000000000b2e,4708.945534,12/14/2009,Fiji,3,700,12/15/2009,TC-2009-000258-FJI,3581,-17.745077,177.919,Tropical Storm Mick,Tropical cyclone,0,1.0,0,"{""type"":""Point"",""coordinates"":[177.91900155719597,-17.745077365107893]}"
00000000000000000b5a,16546.85472,12/20/1998,Honduras,0,0,12/21/1998,0,1482,15.523325,-87.320347,0,,,1.0,News,"{""type"":""Point"",""coordinates"":[-87.32034637910391,15.52332580612743]}"
00000000000000000b5e,6286.311199,1/7/1999,Fiji,0,0,1/10/1999,0,1484,-18.054615,179.036798,0,,,1.0,News,"{""type"":""Point"",""coordinates"":[179.0368000910717,-18.05461478293494]}"
00000000000000000b63,4698.614152,4/27/2006,Papua New Guinea,1,300,4/30/2006,0,2854,-6.156236,143.697228,see notes,,0,1.0,News,"{""type"":""Point"",""coordinates"":[143.69722920343077,-6.156234914387379]}"
00000000000000000c39,17205.64145,2/1/2014,Zimbawe,0,4000,3/30/2014,,4128,-21.519606,31.347926,Dam Break,Dam/levee break or release,,1.0,News,"{""type"":""Point"",""coordinates"":[31.34792631582987,-21.51960384752559]}"
00000000000000000b5b,8195.076291,12/20/1998,UK,0,0,12/21/1998,0,1483,56.088051,-2.929964,0,,,1.0,News,"{""type"":""Point"",""coordinates"":[-2.9299638246929502,56.088049012690945]}"
00000000000000000c38,195388.1737,12/13/2008,UK,2,0,12/14/2008,0,3421,8.998918,-74.231814,Brief Torrential Rain,Torrential rain,0,1.0,News,"{""type"":""Point"",""coordinates"":[-74.23181460298743,8.99891629506018]}"
000000000000000005d8,43180.94162,4/27/2013,USA,0,0,4/29/2013,,4051,48.564308,-97.597746,Heavy Rain and Snowmelt,Rain/heavy rain and snowmelt,Canada,1.0,News,"{""type"":""Point"",""coordinates"":[-97.59774491450072,48.56430590543489]}"
000000000000000005da,22130.06325,5/3/1991,USA,2,800,5/7/1991,0,509,64.81454,-147.425734,Ice jam or ice break-up,Ice jam/break-up,0,1.0,News,"{""type"":""Point"",""coordinates"":[-147.42573330387586,64.8145409879919]}"
000000000000000005f4,1681.671596,1/4/2003,USA,0,0,1/8/2003,0,2121,64.695909,-147.248493,Ice Jams,Ice jam/break-up,0,1.0,News,"{""type"":""Point"",""coordinates"":[-147.2484929552035,64.69591106356603]}"
000000000000000005f6,30706.80066,3/17/2003,USA,0,0,3/21/2003,0,2182,47.715919,-104.728709,Ice Jams,Ice jam/break-up,0,1.0,News,"{""type"":""Point"",""coordinates"":[-104.72870810546401,47.71591733900628]}"
000000000000000005f7,6718.97832,4/29/2003,USA,0,0,5/4/2003,0,2219,64.977063,-148.177091,Ice Jams,Ice jam/break-up,0,1.0,News,"{""type"":""Point"",""coordinates"":[-148.1770918313815,64.97706184408685]}"
000000000000000005f9,2950.819997,7/11/2014,USA,0,0,7/14/2014,,4160,58.199286,-134.445879,Jkulhlaup,Jokulhlaup,,1.0,News,"{""type"":""Point"",""coordinates"":[-134.44587873863395,58.19928621116281]}"
00000000000000000781,42499.86752,2/15/2003,USA,2,100,2/18/2003,0,2159,37.696839,-82.28459,Rain and snow,Rain/heavy rain and snowmelt,0,1.0,News,"{""type"":""Point"",""coordinates"":[-82.28458991832535,37.696838986736644]}"
000000000000000007b4,1015176.362,3/10/2010,USA,0,0,3/24/2010,0,3625,41.364394,-78.119123,Heavy Rain Snowmelt Dam B,Rain/heavy rain and snowmelt,0,1.0,0,"{""type"":""Point"",""coordinates"":[-78.11912512834995,41.36439609398324]}"
00000000000000000b11,15031.48055,9/7/2010,USA,8,0,9/11/2010,0,3711,28.889999,-97.064999,Tropical Storm Hermine,Tropical cyclone,,1.0,News,"{""type"":""Point"",""coordinates"":[-97.06499827524132,28.889998469553646]}"
00000000000000000b12,92386.25494,9/2/2016,USA,2,0,9/10/2016,,4393,29.065577,-82.744341,Tropical Storm Hermine,Tropical cyclone,,1.0,News,"{""type"":""Point"",""coordinates"":[-82.74434107333984,29.065575573533078]}"
00000000000000000b14,468142.0623,11/10/2009,USA,0,0,11/13/2009,0,3567,35.159532,-83.746543,Tropical Storm Ida,Tropical cyclone,0,1.0,0,"{""type"":""Point"",""coordinates"":[-83.74654187150601,35.15953022350698]}"
00000000000000000b5c,18264.98512,1/4/1999,USA,0,0,1/10/1999,0,1485,39.218641,-86.433702,0,,,1.0,News,"{""type"":""Point"",""coordinates"":[-86.43370318473778,39.21864099425665]}"
00000000000000000b5d,21898.243,1/4/1999,USA,0,0,1/10/1999,0,1486,40.091989,-82.978061,0,,,1.0,News,"{""type"":""Point"",""coordinates"":[-82.97806039595515,40.0919871492814]}"
00000000000000000b60,9655.075456,11/2/2000,USA,6,0,11/7/2000,0,1661,30.600937,-99.378258,0,,0,1.0,News,"{""type"":""Point"",""coordinates"":[-99.3782595060406,30.600937707356614]}"
00000000000000000b65,63664.14734,5/13/1996,USA,0,0,5/20/1996,,1071,38.421672,-81.198337,,,,1.0,News,"{""type"":""Point"",""coordinates"":[-81.19833506530173,38.42167032207532]}"
00000000000000000b6e,5542.288352,9/18/1996,USA,0,0,9/20/1996,0,1116,36.008375,-100.888514,Brief Torrential Rain,Torrential rain,0,1.0,News,"{""type"":""Point"",""coordinates"":[-100.88851244183219,36.00837361824304]}"
00000000000000000c37,21321.93571,12/11/2008,USA,0,200,12/15/2008,0,3420,51.494451,-1.734354,Brief Torrential Rain,Torrential rain,0,1.0,News,"{""type"":""Point"",""coordinates"":[-1.734353977434614,51.49445255327103]}"
00000000000000000c3e,214908.2935,7/25/2010,USA,1,500,7/25/2010,0,3689,41.058233,-91.002557,"Dam Failure, Heavy Rain",Dam/levee break or release,0,1.0,0,"{""type"":""Point"",""coordinates"":[-91.00255609241212,41.05823421565365]}"
00000000000000000c6f,8896.705206,5/24/1989,USA,151,336000,5/26/1989,0,302,44.254618,-73.136759,Extra-tropical cyclone,Extra-tropical cyclone,0,1.0,News,"{""type"":""Point"",""coordinates"":[-73.1367574844843,44.25461595098683]}"
00000000000000000c7a,68137.18845,8/26/1992,USA,20,1800000,8/27/1992,0,684,26.306107,-81.350008,Extra-tropical cyclone,Extra-tropical cyclone,0,1.0,News,"{""type"":""Point"",""coordinates"":[-81.35000692853363,26.30610547761863]}"
