Unnamed: 0,etr,rn,gr,lst,soilT,airT,sm20,wind,rh,rain
2017-01-08,6.575,23.11,25.325,293.912,293.585,293.822,0.245,0.697,65.573,0.0
2017-01-09,8.181,28.641,25.351,294.532,293.763,294.4,0.211,0.704,61.14,2.506
2017-01-10,8.412,29.452,25.313,293.55,293.207,293.975,0.196,0.609,54.595,0.0
2017-01-11,8.347,28.465,25.281,293.966,292.998,294.89,0.235,0.769,53.297,2.497
2017-01-12,8.587,29.183,25.374,295.888,294.247,296.102,0.197,0.665,60.796,0.0
2017-01-13,8.322,29.189,25.309,293.702,293.264,294.243,0.239,0.481,58.297,0.0
2017-01-14,7.804,27.867,25.278,292.383,292.797,292.896,0.2,0.378,52.602,0.0
2017-01-15,7.972,28.086,25.262,293.551,292.578,293.849,0.196,0.488,57.877,0.0
2017-01-16,8.218,28.522,25.272,293.891,293.19,294.606,0.228,0.886,59.867,0.0
2017-01-17,7.988,27.558,25.311,293.743,293.514,294.398,0.192,0.506,51.146,0.0
2017-01-18,8.071,27.827,25.27,294.076,292.816,294.62,0.197,0.559,54.239,0.0
2017-01-19,8.45,28.45,25.291,294.99,293.693,295.681,0.224,0.82,54.904,0.0
2017-01-20,8.18,27.442,25.355,295.554,294.48,296.152,0.19,0.622,55.904,0.0
2017-01-21,7.713,26.666,25.356,294.737,294.593,294.901,0.179,0.488,60.154,0.0
2017-01-22,7.181,24.819,25.346,294.291,294.613,294.4,0.173,0.618,59.232,0.0
2017-01-23,7.934,27.516,25.271,294.384,293.081,294.454,0.192,0.982,60.281,0.0
2017-01-24,8.079,27.401,25.222,295.335,293.253,296.07,0.264,0.508,59.966,0.0
2017-01-25,7.94,26.43,25.375,296.573,295.307,296.969,0.232,0.72,62.151,0.0
2017-01-26,7.458,25.364,25.41,296.422,295.431,296.245,0.199,0.79,67.991,0.0
2017-01-27,4.872,16.524,25.325,294.67,293.887,295.618,0.252,0.447,71.688,0.0
2017-01-28,6.553,22.28,25.369,295.282,294.757,295.997,0.233,0.452,67.493,0.0
2017-01-29,7.271,24.712,25.372,294.251,294.631,295.152,0.209,0.772,60.139,0.0
2017-01-30,7.454,26.041,25.227,292.968,292.648,294.156,0.233,0.639,60.873,0.0
2017-01-31,7.567,26.047,25.227,293.382,293.361,294.64,0.242,0.57,56.633,0.0
2017-02-01,6.962,24.711,25.241,291.904,293.124,292.854,0.215,0.583,57.297,0.0
2017-02-02,3.053,11.395,25.064,288.046,290.117,288.532,0.266,0.539,67.788,0.0
2017-02-03,5.546,20.129,25.122,292.523,291.678,292.019,0.254,0.562,67.635,0.0
2017-02-04,7.337,27.036,25.139,291.508,291.904,291.99,0.233,0.698,65.094,0.0
2017-02-05,7.503,26.231,25.163,291.936,292.333,293.274,0.217,0.792,54.297,0.0
2017-02-06,7.321,25.896,25.174,292.014,292.648,293.061,0.209,0.693,57.15,0.0
2017-02-07,6.192,23.505,25.118,290.852,291.464,290.403,0.272,0.771,67.468,0.0
2017-02-08,4.18,15.292,25.092,289.834,290.668,290.555,0.303,0.531,66.509,0.0
2017-02-09,6.936,24.534,25.131,292.489,291.739,293.208,0.274,0.543,58.923,0.0
2017-02-10,6.945,24.516,25.094,291.915,290.435,293.323,0.364,0.525,58.803,10.264
2017-02-11,7.103,24.488,25.149,292.488,291.909,294.073,0.312,0.752,57.56,0.0
2017-02-12,7.096,24.365,25.181,292.729,292.46,294.126,0.267,0.801,57.19,0.0
2017-02-13,5.893,21.65,25.21,292.338,292.848,292.307,0.241,0.578,74.006,0.0
2017-02-14,6.727,24.041,25.229,292.816,293.023,293.376,0.229,0.589,67.628,0.0
2017-02-15,6.196,22.404,25.223,292.039,292.403,292.44,0.219,0.811,67.328,0.0
2017-02-16,4.538,16.944,25.149,291.195,291.455,291.024,0.263,0.694,75.746,0.0
2017-02-17,6.313,23.96,25.068,289.101,290.686,289.603,0.289,0.704,58.697,0.0
2017-02-18,6.812,24.614,25.105,290.853,291.305,292.117,0.251,0.662,59.929,0.0
2017-02-19,7.119,25.151,25.16,292.348,292.075,293.587,0.23,0.663,62.57,0.0
2017-02-20,7.114,24.338,25.243,294.283,293.277,295.585,0.218,0.753,66.701,0.0
2017-02-21,6.96,23.33,25.307,294.916,294.086,296.366,0.21,0.685,64.74,0.0
2017-02-22,6.714,22.953,25.319,295.211,293.823,295.779,0.27,0.657,69.216,0.0
2017-02-23,6.673,22.401,25.376,295.898,294.728,296.503,0.285,0.611,67.01,0.0
2017-02-24,6.774,22.56,25.401,295.653,294.832,296.653,0.247,0.558,63.309,0.0
2017-02-25,5.215,17.721,25.391,294.681,294.536,295.26,0.227,0.537,69.28,0.0
2017-02-26,6.256,21.445,25.387,294.874,294.567,295.511,0.217,0.625,70.204,0.0
2017-02-27,5.971,20.604,25.366,294.31,294.132,294.715,0.209,0.722,68.92,0.0
2017-02-28,6.03,20.97,25.327,294.351,293.585,294.517,0.242,0.703,69.785,0.0
2017-03-01,3.73,12.716,25.328,292.937,293.572,292.659,0.265,1.082,72.775,0.0
2017-03-02,4.214,15.709,25.194,289.392,291.667,290.225,0.243,0.323,66.427,0.0
2017-03-03,6.001,22.544,25.141,289.203,291.159,290.118,0.227,0.865,62.584,2.823
2017-03-04,4.676,18.029,25.057,287.149,289.807,288.595,0.215,0.518,64.399,0.0
2017-03-05,6.165,23.177,25.038,288.696,289.861,289.993,0.208,0.573,58.624,0.0
2017-03-06,4.823,17.09,25.039,288.898,289.885,291.244,0.201,0.431,50.605,0.0
2017-03-07,4.104,15.375,25.001,286.79,289.102,288.49,0.21,0.534,57.421,0.0
2017-03-08,4.923,19.158,25.01,289.143,289.779,289.011,0.239,0.669,71.195,0.0
2017-03-09,5.551,22.681,24.944,286.406,288.81,287.162,0.253,0.697,67.449,0.0
2017-03-10,5.466,22.144,24.911,286.337,288.319,287.294,0.261,0.85,65.5,0.0
2017-03-11,5.527,22.02,24.888,286.12,287.998,287.623,0.236,0.532,62.172,0.0
2017-03-12,5.543,21.01,24.932,288.295,288.556,289.75,0.22,0.549,63.69,0.0
2017-03-13,4.259,16.214,25.024,289.257,289.624,289.664,0.211,0.421,72.236,0.0
2017-03-14,5.094,19.572,25.007,288.812,289.31,289.667,0.205,0.616,71.502,0.0
2017-03-15,5.289,19.63,24.985,289.319,289.114,290.686,0.242,0.391,63.634,0.0
2017-03-16,5.202,19.277,25.019,289.175,289.384,290.682,0.304,0.401,63.355,0.0
2017-03-17,5.471,19.709,25.043,290.593,289.862,292.037,0.281,0.512,64.259,0.0
2017-03-18,5.161,18.391,25.081,290.218,290.225,291.81,0.257,0.674,62.727,0.0
2017-03-19,4.158,15.253,25.056,289.186,289.817,290.622,0.241,0.471,67.105,0.0
2017-03-20,5.027,18.115,25.047,289.861,289.757,291.609,0.231,0.493,62.745,0.0
2017-03-21,4.691,17.514,25.068,289.629,289.961,290.646,0.223,0.546,71.601,0.0
2017-03-22,4.245,16.422,25.056,289.011,289.783,289.477,0.218,0.46,77.697,0.0
2017-03-23,0.822,3.282,25.038,287.46,289.442,287.356,0.243,0.141,92.45,0.0
2017-03-24,4.451,16.974,25.006,289.715,289.432,290.045,0.265,0.372,76.301,0.0
2017-03-25,3.429,12.753,25.052,289.232,289.85,289.842,0.249,0.366,68.928,0.0
2017-03-26,3.482,13.107,25.013,288.367,289.302,289.62,0.237,0.298,69.534,0.0
2017-03-27,4.393,16.744,24.993,288.191,289.01,289.655,0.227,0.29,70.637,0.0
2017-03-28,3.238,12.541,24.985,287.246,288.829,288.442,0.22,0.218,69.876,0.0
2017-03-29,4.32,16.992,24.94,286.706,288.224,287.892,0.215,0.489,67.681,3.715
2017-03-30,4.423,17.23,24.917,286.776,287.877,288.342,0.21,0.311,65.181,0.0
2017-03-31,2.331,9.355,24.884,285.048,287.431,286.265,0.206,0.282,72.465,0.0
2017-04-01,4.294,17.443,24.826,285.367,286.819,286.625,0.202,0.478,67.433,0.0
2017-04-02,3.556,14.597,24.821,284.857,286.666,286.006,0.203,0.383,69.729,0.0
2017-04-03,4.236,17.245,24.828,286.117,286.98,286.876,0.25,0.446,71.948,0.0
2017-04-04,4.149,16.453,24.865,286.44,287.399,287.628,0.233,0.532,69.815,0.0
2017-04-05,2.613,10.379,24.844,285.626,287.066,286.872,0.221,0.329,73.073,0.0
2017-04-06,2.847,11.479,24.846,286.069,287.21,286.781,0.237,0.282,75.414,0.0
2017-04-07,3.884,16.474,24.79,284.489,286.453,285.229,0.235,0.308,74.072,0.0
2017-04-08,3.642,15.794,24.759,283.14,285.874,284.089,0.225,0.0,78.294,0.0
2017-04-09,4.098,17.106,24.729,284.036,285.549,285.692,0.219,0.258,69.988,0.0
2017-04-10,3.858,15.389,24.794,285.739,286.448,287.627,0.213,0.123,72.122,0.0
2017-04-11,3.574,14.371,24.824,285.786,286.753,287.248,0.208,0.128,73.412,0.0
2017-04-12,3.672,15.073,24.827,285.407,286.798,286.565,0.205,0.239,77.106,0.0
2017-04-13,3.702,15.152,24.808,285.418,286.614,286.623,0.201,0.244,75.732,0.0
2017-04-14,3.51,14.273,24.818,285.687,286.777,286.855,0.198,0.146,76.874,0.0
2017-04-15,2.066,8.253,24.839,286.181,287.147,287.496,0.196,0.028,76.253,0.0
2017-04-16,3.397,13.838,24.793,285.518,286.654,286.686,0.194,0.203,75.21,20.355
2017-04-17,3.591,13.816,24.854,287.529,287.485,288.646,0.192,0.4,70.695,0.0
2017-04-18,1.809,7.147,24.866,286.884,287.551,287.628,0.19,0.112,79.387,5.089
2017-04-19,0.516,2.077,24.883,287.313,287.921,287.24,0.192,0.06,96.2,0.0
2017-04-20,2.075,8.587,24.862,286.292,287.663,286.495,0.2,0.237,90.001,0.0
2017-04-21,2.572,10.676,24.828,285.188,287.141,286.044,0.203,0.293,82.736,0.0
2017-04-22,0.878,3.956,24.72,281.444,285.417,282.587,0.203,0.0,88.478,0.0
2017-04-23,1.544,7.202,24.607,280.615,284.136,281.332,0.202,0.0,89.484,0.0
2017-04-24,2.522,11.386,24.601,282.094,284.292,282.867,0.202,0.276,82.259,10.123
2017-04-25,2.46,11.691,24.561,279.896,283.605,281.133,0.201,0.324,81.794,0.0
2017-04-26,2.545,11.843,24.537,280.414,283.366,281.71,0.199,0.232,81.167,0.0
2017-04-27,2.837,12.488,24.567,282.17,283.934,283.644,0.198,0.133,80.506,0.0
2017-04-28,2.229,9.819,24.595,282.048,284.323,283.5,0.197,0.028,84.652,0.0
2017-04-29,2.762,12.03,24.57,282.077,284.009,283.914,0.195,0.0,81.65,0.0
2017-04-30,0.726,3.291,24.578,281.388,283.962,282.207,0.194,0.196,92.188,0.0
2017-05-01,2.584,10.633,24.625,284.717,284.969,285.939,0.194,0.285,77.327,0.0
2017-05-02,2.724,11.512,24.678,284.688,285.519,285.604,0.192,0.512,82.731,0.0
2017-05-03,2.607,11.328,24.62,282.304,284.486,284.009,0.19,0.101,78.551,0.0
2017-05-04,2.544,11.146,24.596,282.022,284.179,283.622,0.188,0.3,77.676,0.0
2017-05-05,1.007,3.896,24.664,284.592,285.336,285.573,0.188,0.318,79.76,0.0
2017-05-06,0.419,1.722,24.651,283.694,285.092,284.56,0.195,0.175,91.416,0.0
2017-05-07,2.869,11.883,24.682,284.906,285.665,286.076,0.288,0.034,86.167,0.0
2017-05-08,2.028,8.573,24.699,283.698,285.708,285.143,0.28,0.0,88.195,0.0
2017-05-09,0.673,2.857,24.691,283.33,285.56,284.951,0.272,0.0,90.205,0.0
2017-05-10,0.43,1.706,24.689,283.599,285.601,285.042,0.282,0.226,90.237,27.831
2017-05-11,2.54,10.047,24.671,284.21,285.436,286.624,0.33,0.51,74.169,33.461
2017-05-12,1.254,4.774,24.713,284.923,286.055,287.282,0.313,0.269,78.681,11.154
2017-05-13,1.661,6.746,24.741,283.785,286.268,286.114,0.304,0.39,84.225,0.0
2017-05-14,1.014,4.619,24.664,281.166,285.067,282.382,0.303,0.142,92.755,16.731
2017-05-15,0.531,2.454,24.554,279.545,283.598,281.368,0.298,0.067,91.183,0.0
2017-05-16,0.916,3.908,24.576,281.626,284.158,283.533,0.294,0.258,86.272,0.0
2017-05-17,1.213,5.643,24.556,279.972,283.803,281.422,0.329,0.413,88.135,29.04
2017-05-18,1.844,9.202,24.464,277.515,282.442,279.094,0.324,0.027,89.988,9.68
2017-05-19,1.578,7.69,24.428,278.453,282.159,279.805,0.312,0.0,87.46,0.0
2017-05-20,1.461,6.962,24.398,278.42,281.805,280.568,0.304,0.0,83.129,0.0
2017-05-21,0.302,1.38,24.456,279.74,282.706,281.143,0.298,0.182,94.402,0.0
2017-05-22,0.314,1.515,24.444,278.981,282.476,280.182,0.296,0.002,93.574,10.396
2017-05-23,0.37,1.868,24.402,277.714,281.83,278.661,0.293,0.0,96.436,17.326
2017-05-24,1.94,8.973,24.402,279.733,282.175,281.692,0.291,0.09,83.186,3.465
2017-05-25,1.162,5.701,24.399,277.871,281.874,279.58,0.288,0.0,90.843,0.0
2017-05-26,2.034,9.861,24.337,277.494,281.035,279.992,0.284,0.0,82.921,0.0
2017-05-27,1.455,7.046,24.333,277.807,281.019,280.02,0.281,0.0,84.841,0.0
2017-05-28,1.239,6.004,24.355,278.149,281.456,279.993,0.279,0.001,89.781,0.0
2017-05-29,2.046,9.973,24.309,277.602,280.724,280.016,0.277,0.322,80.677,0.0
2017-05-30,1.213,6.251,24.321,276.75,280.854,278.179,0.275,0.093,91.024,0.0
2017-05-31,1.338,7.32,24.236,275.264,279.688,276.765,0.273,0.202,92.054,0.0
2017-06-01,0.288,1.405,24.312,278.272,281.125,279.76,0.273,0.0,95.152,0.0
2017-06-02,2.179,10.277,24.312,278.574,281.042,280.967,0.272,0.049,80.245,10.462
2017-06-03,1.644,7.901,24.338,278.127,281.382,280.274,0.27,0.226,82.762,6.975
2017-06-04,1.511,7.299,24.371,278.437,281.966,280.111,0.27,0.01,84.115,0.0
2017-06-05,1.082,6.203,24.215,273.355,279.108,274.832,0.267,0.0,88.439,0.0
2017-06-06,0.24,0.901,24.162,275.088,278.605,276.933,0.265,0.595,88.396,0.0
2017-06-07,0.629,3.076,24.24,277.73,280.181,279.636,0.295,0.158,92.824,0.0
2017-06-08,1.552,7.376,24.305,278.468,281.252,280.66,0.309,0.001,86.218,0.0
2017-06-09,1.09,5.531,24.296,276.468,280.63,278.479,0.306,0.001,92.2,0.0
2017-06-10,0.638,3.193,24.286,276.958,280.54,278.913,0.302,0.0,92.953,0.0
2017-06-11,0.56,3.023,24.273,275.451,280.137,276.58,0.299,0.0,97.944,0.0
2017-06-12,0.778,3.976,24.261,276.283,280.134,278.28,0.297,0.004,92.967,0.0
2017-06-13,0.576,2.686,24.275,277.505,280.454,280.16,0.295,0.233,88.678,7.234
2017-06-14,2.096,9.43,24.289,279.106,280.745,282.0,0.293,0.615,76.79,0.0
2017-06-15,0.845,1.642,24.4,281.973,282.799,285.297,0.335,1.554,77.901,0.0
2017-06-16,1.405,6.543,24.429,278.54,282.58,281.042,0.357,0.477,84.247,0.0
2017-06-17,1.51,8.659,24.292,273.589,279.946,274.995,0.328,0.067,88.623,0.0
2017-06-18,0.473,2.829,24.204,273.148,278.663,273.997,0.317,0.118,96.592,0.0
2017-06-19,0.391,1.48,24.197,276.03,279.149,278.443,0.31,0.611,84.403,0.0
2017-06-20,0.554,1.64,24.233,277.404,279.968,280.751,0.306,0.71,76.236,39.373
2017-06-21,0.333,0.774,24.308,279.589,281.537,283.348,0.345,1.011,88.294,17.984
2017-06-22,0.691,3.021,24.394,280.113,282.785,283.773,0.358,0.0,92.549,17.984
2017-06-23,0.382,1.662,24.417,279.208,282.662,283.045,0.333,0.16,93.564,8.992
2017-06-24,0.108,0.378,24.416,279.401,282.584,283.868,0.342,0.105,87.649,26.977
2017-06-25,0.402,1.622,24.456,280.162,283.32,284.746,0.358,0.137,88.001,13.488
2017-06-26,2.027,8.714,24.51,280.938,284.255,284.713,0.352,0.295,86.396,34.063
2017-06-27,0.615,2.938,24.5,281.126,283.339,280.883,0.336,0.251,95.532,34.063
2017-06-28,1.605,7.947,24.472,280.65,283.106,280.36,0.326,0.426,91.01,0.0
2017-06-29,1.579,7.491,24.449,281.906,282.766,281.498,0.319,0.342,90.745,0.0
2017-06-30,1.417,6.387,24.477,282.796,283.434,282.758,0.315,0.068,92.582,0.0
2017-07-01,0.902,4.407,24.431,281.548,282.363,280.293,0.311,0.224,94.876,0.0
2017-07-02,0.571,2.28,24.461,281.901,283.144,282.895,0.308,0.456,87.182,0.0
2017-07-03,0.37,1.269,24.456,280.486,282.776,281.878,0.331,0.563,86.654,22.298
2017-07-04,0.247,1.277,24.319,277.933,280.344,276.986,0.344,0.273,94.815,0.0
2017-07-05,2.024,9.503,24.292,280.791,281.109,280.995,0.33,0.488,79.101,14.865
2017-07-06,2.453,10.037,24.427,284.156,283.527,284.757,0.324,0.887,74.58,5.879
2017-07-07,0.584,2.561,24.445,282.654,282.942,282.392,0.319,0.207,89.265,5.879
2017-07-08,0.8,3.666,24.418,281.715,282.462,281.835,0.314,0.45,92.048,11.758
2017-07-09,0.706,3.537,24.394,279.132,281.814,278.605,0.31,0.229,89.966,0.0
2017-07-10,1.44,7.851,24.26,279.098,280.186,276.857,0.305,0.219,90.313,0.0
2017-07-11,1.529,7.46,24.272,281.195,280.594,279.794,0.302,0.163,83.965,0.0
2017-07-12,0.436,1.859,24.363,281.592,282.055,282.203,0.345,0.201,87.99,0.0
2017-07-13,1.362,6.577,24.313,280.329,281.3,280.19,0.343,0.433,86.07,0.0
2017-07-14,1.028,5.021,24.196,278.701,279.366,277.172,0.361,1.343,82.668,0.0
2017-07-15,0.819,4.662,24.141,278.025,278.916,275.288,0.34,0.199,90.936,0.0
2017-07-16,0.935,5.762,24.075,277.334,278.159,273.91,0.329,0.563,90.345,0.0
2017-07-17,1.241,7.459,24.032,278.065,277.961,275.251,0.32,0.593,92.081,0.0
2017-07-18,1.331,7.427,24.057,278.685,278.568,276.893,0.315,0.57,90.026,0.0
2017-07-19,1.907,9.669,24.116,280.885,279.786,279.739,0.31,0.796,85.195,0.0
2017-07-20,1.979,9.237,24.246,282.82,281.672,281.984,0.308,0.509,85.832,0.0
2017-07-21,0.432,1.859,24.336,282.726,282.327,282.349,0.304,0.25,90.776,0.0
2017-07-22,1.144,4.154,24.359,281.994,282.3,283.154,0.301,1.238,80.444,0.0
2017-07-23,0.485,2.434,24.382,280.688,282.255,280.261,0.31,0.862,96.494,0.0
2017-07-24,1.945,9.506,24.38,280.397,282.601,280.37,0.315,0.582,83.842,0.0
2017-07-25,2.191,11.411,24.277,280.868,281.093,278.431,0.314,0.563,80.561,0.0
2017-07-26,1.579,8.481,24.26,280.971,280.976,278.015,0.309,0.478,90.467,0.0
2017-07-27,1.986,10.192,24.238,281.216,280.738,279.415,0.305,0.98,83.4,0.0
2017-07-28,0.839,3.854,24.317,281.408,281.633,279.421,0.302,1.186,87.575,0.0
2017-07-29,1.065,5.706,24.258,279.885,280.63,277.747,0.297,0.691,90.206,13.0
2017-07-30,0.837,4.46,24.191,279.113,279.677,276.953,0.294,0.292,88.958,0.0
2017-07-31,0.724,3.459,24.191,279.846,279.792,279.063,0.291,0.283,84.758,0.0
2017-08-01,2.213,11.544,24.211,280.538,280.406,279.205,0.288,0.788,84.542,0.0
2017-08-02,1.296,7.187,24.222,280.416,280.472,277.459,0.286,0.558,92.995,0.0
2017-08-03,0.737,3.771,24.211,280.316,280.197,278.456,0.284,0.622,91.925,0.0
2017-08-04,1.02,4.322,24.3,281.022,281.451,281.239,0.283,0.843,83.054,0.0
2017-08-05,2.832,12.292,24.428,283.996,283.477,283.946,0.283,0.642,75.851,0.0
2017-08-06,0.769,2.888,24.477,282.764,283.309,282.562,0.281,1.038,85.846,0.0
2017-08-07,2.558,11.249,24.432,283.563,283.093,283.594,0.278,0.52,78.802,12.15
2017-08-08,0.764,1.06,24.496,282.64,283.455,283.928,0.277,1.387,72.778,4.05
2017-08-09,1.357,3.713,24.384,281.122,282.012,282.536,0.321,2.7,76.178,24.301
2017-08-10,0.9,3.436,24.372,280.561,281.908,281.191,0.346,1.269,83.163,24.301
2017-08-11,2.449,12.606,24.348,281.529,281.816,279.474,0.339,0.63,84.434,0.0
2017-08-12,0.522,1.686,24.373,280.669,281.678,280.211,0.331,0.95,83.095,0.0
2017-08-13,1.123,5.115,24.348,280.908,281.773,281.667,0.349,0.851,88.091,
2017-08-14,2.111,10.402,24.383,281.762,282.324,280.749,0.336,0.595,87.141,0.0
2017-08-15,2.286,11.502,24.437,283.006,282.875,280.568,0.326,0.936,84.982,0.0
2017-08-16,2.963,13.989,24.431,284.123,282.769,281.716,0.318,0.811,76.764,0.0
2017-08-17,0.292,0.745,24.422,281.831,282.204,280.694,0.318,1.115,89.536,0.0
2017-08-18,2.064,9.966,24.376,282.106,282.361,281.47,0.351,0.801,86.127,25.872
2017-08-19,2.256,12.151,24.407,282.605,282.368,278.786,0.337,0.848,86.585,0.0
2017-08-20,2.994,14.532,24.419,284.219,282.675,281.428,0.328,0.833,80.319,0.0
2017-08-21,0.946,3.769,24.44,282.715,282.606,281.309,0.32,1.274,84.176,0.0
2017-08-22,2.188,11.135,24.418,283.318,282.747,280.712,0.362,1.076,86.797,0.0
2017-08-23,2.524,10.976,24.58,284.885,284.859,283.401,0.343,0.928,76.152,9.625
2017-08-24,1.502,6.807,24.535,283.166,283.82,281.602,0.331,0.773,83.145,0.0
2017-08-25,1.18,5.574,24.441,282.14,282.485,280.684,0.323,0.476,87.142,0.0
2017-08-26,1.732,7.879,24.432,283.115,282.74,282.202,0.317,0.699,83.839,0.0
2017-08-27,0.93,3.897,24.498,282.765,283.298,281.52,0.315,1.066,85.921,0.0
2017-08-28,3.219,16.626,24.432,283.21,282.618,280.662,0.34,1.3,80.434,0.0
2017-08-29,3.472,17.442,24.452,284.505,282.723,280.378,0.334,0.935,75.079,0.0
2017-08-30,3.786,17.325,24.538,286.409,283.914,282.888,0.324,0.907,72.102,0.0
2017-08-31,1.259,5.336,24.574,284.966,284.226,282.385,0.316,0.861,82.989,0.0
2017-09-01,2.56,12.114,24.592,284.917,284.635,282.866,0.318,1.041,85.501,0.0
2017-09-02,0.308,0.367,14.333,282.445,283.798,280.538,0.319,1.089,83.6,0.0
2017-09-03,,,,,,,,,,0.0
2017-09-04,,,,,,,,,,0.0
2017-09-05,,,,,,,,,,0.0
2017-09-06,,,,,,,,,,0.0
2017-09-07,,,,,,,,,,0.0
2017-09-08,,,,,,,,,,0.0
2017-09-09,,,,,,,,,,0.0
2017-09-10,,,,,,,,,,0.0
2017-09-11,,,,,,,,,,0.0
2017-09-12,,,,,,,,,,0.0
2017-09-13,,,,,,,,,,0.0
2017-09-14,,,,,,,,,,0.0
2017-09-15,,,,,,,,,,0.0
2017-09-16,,,,,,,,,,0.0
2017-09-17,,,,,,,,,,0.0
2017-09-18,,,,,,,,,,0.0
2017-09-19,,,,,,,,,,0.0
2017-09-20,,,,,,,,,,0.0
2017-09-21,,,,,,,,,,0.0
2017-09-22,,,,,,,,,,0.0
2017-09-23,,,,,,,,,,0.0
2017-09-24,,,,,,,,,,6.469
2017-09-25,,,,,,,,,,0.0
2017-09-26,,,,,,,,,,0.0
2017-09-27,,,,,,,,,,0.0
2017-09-28,,,,,,,,,,0.0
2017-09-29,,,,,,,,,,11.233
2017-09-30,,,,,,,,,,11.233
2017-10-01,,,,,,,,,,0.0
2017-10-02,,,,,,,,,,0.0
2017-10-03,,,,,,,,,,0.0
2017-10-04,,,,,,,,,,40.771
2017-10-05,,,,,,,,,,5.824
2017-10-06,,,,,,,,,,0.0
2017-10-07,,,,,,,,,,0.0
2017-10-08,,,,,,,,,,0.0
2017-10-09,,,,,,,,,,0.0
2017-10-10,,,,,,,,,,0.0
2017-10-11,,,,,,,,,,0.0
2017-10-12,,,,,,,,,,0.0
2017-10-13,,,,,,,,,,0.0
2017-10-14,,,,,,,,,,0.0
2017-10-15,,,,,,,,,,0.0
2017-10-16,,,,,,,,,,0.0
2017-10-17,,,,,,,,,,1.561
2017-10-18,,,,,,,,,,1.561
2017-10-19,,,,,,,,,,0.0
2017-10-20,,,,,,,,,,0.0
2017-10-21,,,,,,,,,,0.0
2017-10-22,,,,,,,,,,0.0
2017-10-23,,,,,,,,,,0.0
2017-10-24,,,,,,,,,,0.0
2017-10-25,,,,,,,,,,0.0
2017-10-26,,,,,,,,,,0.0
2017-10-27,,,,,,,,,,0.0
2017-10-28,,,,,,,,,,0.0
2017-10-29,,,,,,,,,,0.0
2017-10-30,,,,,,,,,,0.0
2017-10-31,,,,,,,,,,0.0
2017-11-01,,,,,,,,,,5.015
2017-11-02,,,,,,,,,,0.0
2017-11-03,,,,,,,,,,5.015
2017-11-04,,,,,,,,,,10.031
2017-11-05,,,,,,,,,,0.0
2017-11-06,,,,,,,,,,5.018
2017-11-07,,,,,,,,,,0.0
2017-11-08,,,,,,,,,,0.0
2017-11-09,,,,,,,,,,0.0
2017-11-10,,,,,,,,,,0.0
2017-11-11,,,,,,,,,,0.0
2017-11-12,,,,,,,,,,0.0
2017-11-13,,,,,,,,,,0.0
2017-11-14,,,,,,,,,,0.0
2017-11-15,6.822,15.115,0.0,297.927,291.463,295.601,0.237,2.591,32.767,0.0
2017-11-16,3.175,11.354,13.915,287.923,288.83,287.749,0.247,1.502,68.432,0.0
2017-11-17,6.919,28.854,14.524,287.205,287.531,286.878,0.249,1.276,59.769,0.0
2017-11-18,7.469,28.721,6.006,289.971,288.786,289.926,0.239,1.069,60.155,0.0
2017-11-19,5.412,20.54,7.442,289.377,289.617,289.24,0.233,0.859,62.347,0.0
2017-11-20,7.544,29.319,12.395,289.351,288.601,289.417,0.246,1.337,58.032,0.0
2017-11-21,7.949,29.426,0.0,290.635,289.281,290.899,0.242,1.232,53.936,0.0
2017-11-22,7.976,29.252,0.0,291.635,290.111,291.798,0.23,1.171,58.076,0.0
2017-11-23,6.944,26.84,7.277,290.364,290.019,289.783,0.238,1.075,63.337,0.0
2017-11-24,7.779,29.246,8.609,291.119,290.189,291.101,0.236,1.069,61.364,0.0
2017-11-25,7.876,28.803,1.79,292.382,290.801,292.344,0.225,1.076,62.052,0.0
2017-11-26,7.34,26.577,1.164,292.875,291.54,292.742,0.219,0.857,64.582,0.0
2017-11-27,6.204,24.681,10.498,290.24,290.865,289.236,0.232,1.063,71.304,0.0
2017-11-28,4.695,18.486,13.997,289.512,290.151,288.485,0.232,0.841,71.636,0.0
2017-11-29,5.84,23.227,10.205,290.127,290.11,289.403,0.222,1.025,74.426,0.0
2017-11-30,6.268,23.799,16.115,291.032,290.31,290.736,0.228,0.893,69.63,0.0
2017-12-01,3.457,13.502,18.945,288.933,290.129,288.337,0.241,0.774,76.533,0.0
2017-12-02,7.608,28.304,14.114,292.349,290.416,291.309,0.229,1.167,60.442,0.0
2017-12-03,7.749,28.165,12.267,292.657,291.007,292.576,0.224,0.791,62.638,0.0
2017-12-04,6.751,25.78,17.666,291.798,291.326,290.901,0.242,0.813,71.474,0.0
2017-12-05,5.582,21.395,10.527,291.284,291.136,290.311,0.229,0.674,73.899,0.0
2017-12-06,7.95,29.198,13.642,292.563,291.093,292.591,0.231,0.789,66.516,2.944
2017-12-07,6.465,24.438,10.161,291.792,291.364,290.81,0.232,0.683,68.697,0.0
2017-12-08,8.209,29.837,2.918,292.055,290.919,292.23,0.222,0.887,57.049,0.0
2017-12-09,8.516,29.826,8.263,293.4,291.276,293.799,0.229,0.856,54.751,0.0
2017-12-10,5.838,22.874,10.272,290.814,291.408,289.856,0.23,0.942,74.241,0.0
2017-12-11,4.158,16.072,5.509,290.41,291.021,289.526,0.222,0.789,77.189,0.0
2017-12-12,6.981,25.648,5.149,293.001,291.333,292.083,0.221,0.919,65.965,0.0
