Fecha,Nivel (m),Vol1_m3,Vol2_m3,%,Area,Batería,,
8/8/2012,43.6,48505872,62588675,35.0,1739,0,,
8/14/2012,44.1,58355700,74783851,43.0,2136,0,,
8/15/2012,44.5,65974671,83395190,48.0,2228,0,,
8/16/2012,44.6,69123414,86963990,50.0,2266,0,,
8/20/2012,43.0,41075479,49614170,29.3,1700,0,,
8/21/2012,44.9,76206833,95119027,55.8,2363,0,,
8/22/2012,45.2,83854105,103622221,61.7,2500,0,,
8/23/2012,45.4,88066533,108433076,64.3,2557,0,,
8/24/2012,45.5,89949853,110444448,65.8,2583,0,,
8/25/2012,45.5,91660183,112473573,67.2,2607,0,,
8/26/2012,45.6,93423993,114226951,68.3,2631,0,,
8/27/2012,45.7,95437481,116585077,69.8,2660,0,,
8/28/2012,45.7,96473883,117772835,70.8,2674,0,,
8/29/2012,45.7,96674553,118070680,71.0,2677,0,,
8/30/2012,45.7,97172965,118368888,71.0,2685,0,,
8/31/2012,45.8,97738668,119265684,71.5,2693,0,,
9/1/2012,45.8,98472057,119865359,72.2,2704,0,,
9/2/2012,45.8,99675971,121370888,73.0,2721,0,,
9/3/2012,45.8,98944295,120466484,72.1,2710,0,,
9/4/2012,45.8,98681576,120165741,72.0,2706,0,,
9/5/2012,45.8,98412187,119865359,72.0,2703,0,,
9/7/2012,45.8,98521554,119865359,72.4,2704,0,,
9/8/2012,45.8,98412224,119865359,72.0,2703,0,,
9/9/2012,45.8,99495053,121069058,72.7,2718,0,,
9/10/2012,45.8,99393725,121069058,72.4,2717,0,,
9/11/2012,45.8,99004912,120466484,72.2,2711,0,,
9/12/2012,45.8,99261134,120767590,72.7,2715,0,,
9/13/2012,45.8,98771380,120165741,72.2,2707,0,,
9/14/2012,45.8,99903752,121673081,73.0,2725,0,,
9/15/2012,45.8,99311528,120767590,73.0,2715,0,,
9/16/2012,45.8,99985739,121673081,73.2,2725,0,,
9/18/2012,45.9,100860388,122581832,74.0,2739,0,,
9/20/2012,45.9,101802725,123493845,74.6,2754,0,,
9/28/2012,46.1,106445203,128723502,78.0,2916,0,,
9/29/2012,46.1,106785624,129034390,78.0,2922,0,,
10/5/2012,46.1,107369248,129657252,79.0,2932,0,,
10/10/2012,46.2,110320536,132793298,81.0,2969,0,,
10/11/2012,46.2,110320536,132793298,81.0,2969,0,,
10/12/2012,46.2,110914952,133424855,81.0,2976,0,,
10/15/2012,46.2,111214024,133741177,81.0,2980,0,,
10/17/2012,46.2,111861853,134374907,82.3,2987,0,,
10/18/2012,46.2,111662512,134374907,82.0,2985,0,,
10/19/2012,46.2,111512976,134057861,82.0,2983,0,,
10/20/2012,46.2,111512976,134057861,82.0,2983,0,,
10/21/2012,46.2,111812141,134374907,82.0,2987,0,,
10/22/2012,46.4,115006894,137886328,84.5,3025,0,,
10/23/2012,46.6,121239297,144383038,89.0,3099,0,,
10/24/2012,46.7,126566224,150019181,93.0,3164,0,,
10/25/2012,46.7,126566224,150019181,93.0,3164,0,,
10/26/2012,46.7,126566224,150019181,93.0,3164,0,,
10/27/2012,46.7,126248552,149684745,93.0,3160,0,,
10/28/2012,46.7,126566224,150019181,93.0,3164,0,,
10/29/2012,46.7,126566224,150019181,93.0,3164,0,,
10/31/2012,47.1,140309483,164392642,103.0,3995,0,,
11/1/2012,47.2,143312016,167555814,105.0,4280,0,,
11/2/2012,47.3,144479560,168971087,106.0,4391,0,,
11/3/2012,47.3,146114285,170392158,107.4,4546,0,,
11/4/2012,47.3,146648096,171104866,108.0,4596,0,,
11/5/2012,47.4,147315184,171819024,108.0,4660,0,,
11/6/2012,47.3,146981648,171461764,108.0,4628,0,,
11/8/2012,47.4,147315184,171819024,108.0,4660,0,,
11/10/2012,47.4,147871232,172534632,108.7,4712,0,,
11/11/2012,47.4,147648864,172176647,108.0,4691,0,,
11/12/2012,47.4,147648864,172176647,108.0,4691,0,,
11/13/2012,47.4,147648852,172176647,108.2,4691,0,,
11/14/2012,47.3,146714781,171104866,107.8,4603,0,,
11/15/2012,47.3,145980864,170392158,107.0,4533,0,,
11/16/2012,47.3,144979952,169325812,106.0,4438,0,,
11/17/2012,47.3,144312720,168616726,106.0,4375,0,,
11/19/2012,47.2,143311952,167555814,105.0,4280,0,,
11/20/2012,47.2,142978400,167202901,105.0,4248,0,,
11/21/2012,47.2,141866304,166146337,104.0,4143,0,,
11/22/2012,47.2,141310256,165443772,104.0,4090,0,,
11/23/2012,47.2,140976704,165093033,103.0,4058,0,,
11/24/2012,47.1,138975024,162996207,102.0,3869,0,,
11/25/2012,47.1,138307920,162300163,101.0,3805,0,,
11/26/2012,47.1,137473848,161605569,101.0,3726,0,,
11/27/2012,47.0,136306240,160220727,100.0,3615,0,,
11/28/2012,47.0,135472232,159530480,99.5,3537,0,,
11/29/2012,47.0,133971000,157811202,99.0,3394,0,,
12/1/2012,46.9,132636552,156442301,97.0,3268,0,,
12/3/2012,46.8,130172413,153721889,95.3,3209,0,,
12/4/2012,46.8,129746224,153383468,95.3,3203,0,,
12/5/2012,46.8,128313000,152033406,94.0,3186,0,,
12/6/2012,46.7,126725000,150353979,93.0,3166,0,,
12/7/2012,46.8,128471776,152033406,94.0,3187,0,,
12/10/2012,46.9,131663824,155419430,97.0,3228,0,,
12/11/2012,46.9,133081323,156783983,98.0,3310,0,,
12/12/2012,46.9,133025709,156783983,98.0,3305,0,,
12/13/2012,47.0,133971000,157811202,99.0,3394,0,,
12/14/2012,46.9,133637320,157468434,98.0,3363,0,,
12/15/2012,46.9,132970096,156783983,98.0,3300,0,,
12/16/2012,46.9,131983352,155760025,97.0,3232,0,,
12/17/2012,46.9,131184412,155079197,96.0,3222,0,,
12/18/2012,46.8,130305560,154060673,95.8,3211,0,,
12/19/2012,46.8,129639707,153383468,95.0,3202,0,,
12/20/2012,46.9,131216341,155079197,96.4,3222,0,,
12/21/2012,47.0,134704888,158497827,99.0,3464,0,,
12/22/2012,47.1,138724860,162648004,101.8,3845,0,,
12/23/2012,47.1,140042621,164042990,102.8,3970,0,,
12/24/2012,47.1,139642256,163693700,102.0,3932,0,,
12/25/2012,47.1,139508835,163693700,102.0,3919,0,,
12/26/2012,47.1,139809096,164042990,102.5,3948,0,,
12/27/2012,47.1,139864709,164042990,102.7,3953,0,,
12/28/2012,47.1,139558868,163693700,102.0,3924,0,,
12/29/2012,47.1,138307920,162300163,101.0,3805,0,,
12/30/2012,47.1,137890884,161952685,101.0,3766,0,,
12/31/2012,47.0,136906707,160912423,100.2,3672,0,,
1/1/2013,47.0,136723208,160566394,100.3,3655,0,,
1/2/2013,47.0,135388812,159185900,99.5,3529,0,,
1/3/2013,46.9,133748547,157468434,98.3,3373,0,,
1/4/2013,46.9,132903414,156783983,97.4,3293,0,,
1/5/2013,46.9,131504000,155419430,96.5,3226,0,,
1/6/2013,46.9,130768949,154399818,96.0,3217,0,,
1/7/2013,46.8,129373707,153045409,94.8,3199,0,,
1/8/2013,46.8,128471806,152033406,94.3,3188,0,,
1/9/2013,46.8,127519000,151024663,93.7,3176,0,,
1/10/2013,46.7,125980347,149350671,92.6,3157,0,,
1/11/2013,46.7,124626446,148017999,91.4,3140,0,,
1/12/2013,46.6,123259835,146360310,91.0,3123,0,,
1/13/2013,46.6,121896248,145040680,89.4,3107,0,,
1/14/2013,46.5,120580388,143726846,88.5,3091,0,,
1/15/2013,46.5,119109806,142092706,87.5,3074,0,,
1/16/2013,46.4,117871358,140791914,86.5,3059,0,,
1/17/2013,46.4,116407770,139174077,85.5,3041,0,,
1/18/2013,46.4,115120018,137886328,84.5,3026,0,,
1/19/2013,46.3,113728749,136284793,83.6,3009,0,,
1/20/2013,46.3,112185888,134692316,82.5,2991,0,,
1/21/2013,46.2,110677928,133108895,81.0,2973,0,,
1/22/2013,46.2,109096656,131534532,80.0,2955,0,,
1/23/2013,46.1,107722442,129969226,78.8,2937,0,,
1/24/2013,46.1,106202021,128412977,77.6,2912,0,,
1/25/2013,46.0,105764312,128102814,77.5,2904,0,,
1/26/2013,46.0,104185432,126249445,76.5,2860,0,,
1/27/2013,45.9,102790952,124714933,75.0,2794,0,,
1/28/2013,45.9,101571203,123493845,74.0,2749,0,,
1/29/2013,45.8,100313733,121975636,73.4,2731,0,,
1/30/2013,45.8,98951994,120466484,72.3,2710,0,,
1/31/2013,45.8,98142760,119565340,72.0,2699,0,,
2/1/2013,45.7,96795760,118070680,71.0,2679,0,,
2/2/2013,45.7,96260760,117475352,70.0,2671,0,,
2/3/2013,45.6,94932896,115993372,69.0,2652,0,,
2/4/2013,45.6,93870704,114814309,69.0,2637,0,,
2/5/2013,45.6,92570400,113348631,68.0,2619,0,,
2/6/2013,45.5,91062062,111601774,66.6,2598,0,,
2/7/2013,45.4,89761822,110156023,65.6,2580,0,,
2/8/2013,45.4,88118504,108433076,64.5,2557,0,,
2/9/2013,45.3,86529651,106723172,63.4,2536,0,,
2/10/2013,45.3,85088521,105026310,62.1,2516,0,,
2/11/2013,45.2,83931472,103622221,61.6,2501,0,,
2/12/2013,45.2,82753698,102505471,61.0,2486,0,,
2/13/2013,45.1,81482192,100841215,59.7,2469,0,,
2/14/2013,45.1,80392873,99738957,59.2,2455,0,,
2/15/2013,45.0,79266602,98369285,58.2,2439,0,,
2/16/2013,45.0,77806128,96737635,57.0,2403,0,,
2/17/2013,44.9,76944520,95926701,56.0,2376,0,,
2/18/2013,44.9,75948124,94850527,55.7,2351,0,,
2/19/2013,44.8,74894674,93513461,55.0,2337,0,,
2/20/2013,44.8,74145994,92715569,54.4,2327,0,,
2/21/2013,44.9,75128624,93780150,55.1,2340,0,,
2/22/2013,44.8,74894692,93513461,55.0,2337,0,,
2/23/2013,44.8,74694155,93247135,54.9,2334,0,,
2/24/2013,44.8,74567126,93247135,54.4,2333,0,,
2/25/2013,44.8,74293054,92715569,54.7,2329,0,,
2/26/2013,44.8,73323258,91656785,53.8,2318,0,,
2/27/2013,44.7,72495181,90866501,53.3,2307,0,,
2/28/2013,44.7,71054190,89035185,52.2,2290,0,,
3/1/2013,44.6,70220910,88255770,51.5,2280,0,,
3/2/2013,44.6,69141494,86963990,50.2,2266,0,,
3/3/2013,44.6,68524150,86193269,50.0,2259,0,,
3/4/2013,44.5,67571363,85170714,49.2,2247,0,,
3/5/2013,44.5,66674600,84153955,48.6,2236,0,,
3/6/2013,44.4,65721737,83142993,48.3,2225,0,,
3/7/2013,44.4,64884310,82137827,47.2,2214,0,,
3/8/2013,44.3,63560292,80640947,46.0,2198,0,,
3/9/2013,44.3,63009944,80144886,46.0,2192,0,,
3/10/2013,44.3,62244716,79157110,45.4,2183,0,,
3/11/2013,44.2,61374679,78175131,44.7,2172,0,,
3/12/2013,44.2,60462654,77198948,44.2,2161,0,,
3/13/2013,44.2,59688017,76228562,43.4,2152,0,,
3/14/2013,44.1,58957414,75504576,43.0,2143,0,,
3/15/2013,44.1,58284944,74783851,42.8,2135,0,,
3/16/2013,44.1,58090365,74544334,42.3,2132,0,,
3/17/2013,44.1,57548986,73827956,42.0,2125,0,,
3/18/2013,44.0,57039446,73352183,41.6,2119,0,,
3/19/2013,44.0,56742223,72877858,41.0,2115,0,,
3/20/2013,44.0,56498055,72641239,41.0,2113,0,,
3/21/2013,44.0,56940367,73114839,41.3,2118,0,,
3/22/2013,44.0,56922671,73114839,41.3,2118,0,,
3/23/2013,44.0,56827146,73114839,41.2,2116,0,,
3/24/2013,44.0,56869584,73114839,41.0,2117,0,,
3/29/2013,44.0,56280141,72404983,41.0,2104,0,,
3/30/2013,44.0,56139034,72404983,41.0,2095,0,,
3/31/2013,44.0,55904834,71933557,41.0,2058,0,,
4/1/2013,44.0,55717449,71698387,40.8,2029,0,,
4/2/2013,44.0,55764301,71933557,40.8,2037,0,,
4/3/2013,44.0,55389566,71463579,40.5,1979,0,,
4/4/2013,44.0,55836074,71933557,40.8,2017,0,,
4/5/2013,44.1,58946683,75504576,43.3,2143,0,,
4/6/2013,44.2,60075864,76713030,43.8,2157,0,,
4/7/2013,44.2,61429059,78175131,45.0,2173,0,,
4/8/2013,44.3,61809684,78665396,45.0,2178,0,,
4/9/2013,44.3,62027216,78911072,45.0,2180,0,,
4/10/2013,44.3,62027196,78911072,45.0,2180,0,,
4/11/2013,44.3,62244704,79157110,45.3,2183,0,,
4/12/2013,44.3,63340188,80392735,46.0,2196,0,,
4/13/2013,44.3,63395214,80392735,46.0,2197,0,,
4/14/2013,44.4,63670346,80889522,46.5,2200,0,,
4/15/2013,44.4,63945529,81138458,47.0,2203,0,,
4/16/2013,44.4,64000552,81138458,47.0,2204,0,,
4/17/2013,44.4,64073909,81138458,47.0,2205,0,,
4/18/2013,44.4,64110618,81387757,47.0,2206,0,,
4/19/2013,44.4,64220664,81387757,47.0,2207,0,,
4/23/2013,44.4,63780432,80889522,46.5,2201,0,,
4/24/2013,44.4,64165641,81387757,47.0,2206,0,,
4/25/2013,44.4,64165641,81387757,47.0,2206,0,,
4/26/2013,44.4,64110618,81387757,47.0,2206,0,,
4/27/2013,44.4,64165641,81387757,47.0,2206,0,,
4/28/2013,44.4,64330750,81637418,47.0,2208,0,,
4/29/2013,44.4,64572891,81887442,47.0,2211,0,,
4/30/2013,44.4,64660928,81887442,47.0,2212,0,,
5/1/2013,44.4,64605905,81887442,47.0,2211,0,,
5/2/2013,44.4,64661941,81887442,47.0,2212,0,,
5/4/2013,44.5,66226164,83647750,48.0,2231,0,,
5/5/2013,44.5,66730668,84153955,48.8,2237,0,,
5/6/2013,44.5,67235072,84915981,49.0,2244,0,,
5/7/2013,44.5,67851586,85425809,49.3,2251,0,,
5/8/2013,44.5,67907664,85681267,49.8,2251,0,,
5/9/2013,44.5,68019760,85681267,50.0,2252,0,,
5/13/2013,44.6,68468092,86193269,50.0,2258,0,,
5/14/2013,44.6,68916512,86706721,50.0,2264,0,,
5/16/2013,44.6,69764322,87737971,51.0,2274,0,,
5/17/2013,44.6,70220906,88255770,51.0,2280,0,,
5/18/2013,44.7,70506290,88515213,51.8,2283,0,,
5/19/2013,44.7,70734568,88775018,52.0,2286,0,,
5/20/2013,44.7,71248250,89295715,52.3,2292,0,,
5/21/2013,44.7,71740226,89817861,52.6,2298,0,,
5/22/2013,44.7,72341080,90603798,53.0,2305,0,,
5/23/2013,44.8,72895722,91129567,53.6,2312,0,,
5/24/2013,44.8,73419560,91920938,54.0,2319,0,,
5/25/2013,44.8,73612160,92185453,54.0,2321,0,,
5/26/2013,44.8,73727718,92185453,54.2,2322,0,,
5/27/2013,44.8,73901034,92450330,54.8,2324,0,,
5/28/2013,44.8,74099762,92715569,54.4,2327,0,,
5/29/2013,44.9,75549738,94314614,55.2,2345,0,,
5/30/2013,45.0,77488658,96466961,56.5,2393,0,,
5/31/2013,45.0,79474720,98642495,58.3,2442,0,,
6/1/2013,45.1,80821294,100289362,59.3,2461,0,,
6/2/2013,45.1,81871594,101394518,60.0,2474,0,,
6/3/2013,45.2,82243732,101949270,60.5,2480,0,,
6/4/2013,45.2,82491814,102227190,60.0,2483,0,,
6/5/2013,45.2,82801912,102505471,60.8,2486,0,,
6/6/2013,45.2,83112080,102784115,61.0,2491,0,,
6/7/2013,45.2,83174074,102784115,61.0,2492,0,,
6/8/2013,45.2,83422208,103063122,61.5,2495,0,,
6/9/2013,45.2,83546264,103342490,61.8,2496,0,,
6/10/2013,45.2,83546264,103342490,61.8,2496,0,,
6/11/2013,45.2,83733964,103622221,61.5,2499,0,,
6/12/2013,45.2,83859656,103622221,61.7,2500,0,,
8/13/2013,46.8,127519000,151024663,94.0,3176,0,,
8/14/2013,46.8,127519000,151024663,94.0,3176,0,,
8/15/2013,46.8,127519000,151024663,94.0,3176,0,,
8/16/2013,46.8,129962608,153721889,95.3,3207,0,,
8/17/2013,46.9,131599894,155419430,96.8,3227,0,,
8/18/2013,46.9,131599894,155419430,96.8,3227,0,,
8/19/2013,46.9,131663824,155419430,97.0,3228,0,,
8/20/2013,46.9,132063264,155760025,97.3,3233,0,,
8/23/2013,47.3,145647227,170036347,106.7,4501,0,,
8/24/2013,47.3,146314459,170748331,107.3,4565,0,,
8/25/2013,47.3,145230180,169680898,106.5,4462,0,,
8/26/2013,47.3,143979208,168262726,105.5,4343,0,,
8/27/2013,47.2,143145176,167555814,105.0,4265,0,,
8/28/2013,47.2,142311104,166498163,104.5,4185,0,,
8/29/2013,47.2,141894132,166146337,104.0,4146,0,,
8/30/2013,47.2,141310288,165443772,103.8,4090,0,,
8/31/2013,47.2,141060092,165093033,103.5,4066,0,,
9/1/2013,47.2,140809928,165093033,103.0,4043,0,,
9/2/2013,47.2,140643124,164742656,103.0,4027,0,,
9/3/2013,47.2,141110154,165093033,103.4,4071,0,,
9/4/2013,47.1,139975904,164042990,102.8,3964,0,,
9/5/2013,47.1,139575571,163693700,102.2,3926,0,,
9/6/2013,47.1,139642256,163693700,102.0,3932,0,,
9/7/2013,47.1,139531072,163693700,102.0,3921,0,,
9/8/2013,47.1,139642256,163693700,102.0,3932,0,,
9/9/2013,47.1,139975936,164042990,103.0,3964,0,,
9/10/2013,47.1,139975904,164042990,102.8,3964,0,,
9/11/2013,47.1,140059324,164042990,103.0,3972,0,,
9/12/2013,47.1,139864709,164042990,102.7,3953,0,,
9/13/2013,47.2,141477132,165794873,103.8,4106,0,,
9/14/2013,47.3,144646400,168971087,106.3,4406,0,,
9/15/2013,47.4,147398676,171819024,108.0,4668,0,,
9/16/2013,47.5,151385222,176134404,111.2,5046,0,,
9/17/2013,47.6,156100219,181234950,114.7,5493,0,,
9/18/2013,47.6,155788858,180868271,114.6,5463,0,,
9/19/2013,47.5,152903152,177947877,112.3,5190,0,,
9/20/2013,47.4,149984076,174690148,110.0,4913,0,,
9/21/2013,47.4,147231868,171819024,108.0,4652,0,,
9/22/2013,47.3,145980832,170392158,107.3,4533,0,,
9/24/2013,47.3,144312720,168616726,106.0,4375,0,,
9/25/2013,47.3,143979168,168262726,106.0,4343,0,,
9/26/2013,47.2,143311952,167555814,105.0,4280,0,,
9/27/2013,47.2,142978400,167202901,105.0,4248,0,,
9/28/2013,47.2,142561332,166850351,104.8,4209,0,,
9/29/2013,47.2,142811560,167202901,105.0,4233,0,,
9/30/2013,47.2,143178557,167555814,105.0,4267,0,,
10/1/2013,47.2,143562212,167909089,105.0,4304,0,,
10/2/2013,47.3,143812404,168262726,105.3,4328,0,,
10/3/2013,47.3,144045878,168262726,106.0,4349,0,,
10/4/2013,47.3,144396140,168616726,106.0,4383,0,,
10/5/2013,47.3,144423947,168616726,106.0,4385,0,,
10/8/2013,47.3,144396140,168616726,106.0,4383,0,,
10/9/2013,47.3,144729756,168971087,106.0,4414,0,,
10/10/2013,47.3,144979984,169325812,106.3,4438,0,,
10/11/2013,47.3,145202405,169680898,106.7,4459,0,,
10/12/2013,47.3,145091179,169325812,106.3,4449,0,,
10/13/2013,47.3,145230180,169680898,106.5,4462,0,,
10/14/2013,47.3,145230212,169680898,106.8,4462,0,,
10/15/2013,47.3,145230212,169680898,106.8,4462,0,,
10/16/2013,47.3,145230212,169680898,106.8,4462,0,,
10/17/2013,47.3,145246896,169680898,106.8,4464,0,,
10/18/2013,47.3,145313600,169680898,106.8,4470,0,,
10/19/2013,47.3,145313600,169680898,106.8,4470,0,,
10/20/2013,47.3,145313632,169680898,107.0,4470,0,,
10/21/2013,47.3,145313632,169680898,107.0,4470,0,,
10/22/2013,47.3,145230212,169680898,106.8,4462,0,,
10/23/2013,47.3,145397020,169680898,106.8,4478,0,,
10/25/2013,47.3,144729788,168971087,106.0,4414,0,,
10/26/2013,47.3,144479528,168971087,106.0,4391,0,,
10/27/2013,47.3,145146792,169680898,106.3,4454,0,,
10/28/2013,47.3,144646368,168971087,106.0,4406,0,,
10/29/2013,47.3,144813144,169325812,106.0,4422,0,,
10/30/2013,47.3,144562980,168971087,106.0,4398,0,,
10/31/2013,47.3,144275673,168616726,106.0,4371,0,,
11/1/2013,47.3,144179299,168616726,106.0,4362,0,,
11/2/2013,47.3,145230180,169680898,106.3,4462,0,,
11/3/2013,47.3,146397836,170748331,107.3,4573,0,,
11/4/2013,47.4,147231836,171819024,108.0,4652,0,,
11/5/2013,47.4,147915731,172534632,108.6,4717,0,,
11/6/2013,47.4,148093685,172534632,108.7,4734,0,,
11/7/2013,47.4,148249360,172892979,109.0,4749,0,,
11/8/2013,47.4,148649680,173251688,109.0,4786,0,,
11/9/2013,47.4,148733100,173251688,109.0,4794,0,,
11/10/2013,47.4,148482872,173251688,108.8,4770,0,,
11/11/2013,47.4,148816488,173610759,109.0,4802,0,,
11/12/2013,47.4,148482872,173251688,109.0,4771,0,,
11/13/2013,47.4,147648821,172176647,108.3,4691,0,,
11/14/2013,47.3,147065028,171461764,107.8,4636,0,,
11/15/2013,47.3,146114285,170392158,107.2,4546,0,,
11/16/2013,47.3,145397020,169680898,107.0,4478,0,,
11/17/2013,47.3,144479560,168971087,106.0,4391,0,,
11/18/2013,47.2,143645592,167909089,105.5,4312,0,,
11/19/2013,47.2,143145176,167555814,105.0,4264,0,,
11/20/2013,47.2,143512160,167909089,105.0,4299,0,,
11/21/2013,47.3,144896596,169325812,106.5,4430,0,,
11/22/2013,47.3,145647216,170036347,107.0,4501,0,,
11/23/2013,47.3,145814056,170392158,107.0,4517,0,,
11/24/2013,47.3,145563796,170036347,106.8,4493,0,,
11/25/2013,47.3,145146792,169680898,106.5,4454,0,,
11/26/2013,47.3,145397020,169680898,107.0,4478,0,,
11/27/2013,47.3,145480440,170036347,107.0,4486,0,,
11/28/2013,47.3,146203275,170748331,107.3,4554,0,,
11/29/2013,47.4,147398608,171819024,108.3,4668,0,,
11/30/2013,47.4,147899028,172534632,108.8,4715,0,,
12/1/2013,47.4,147871232,172534632,108.7,4713,0,,
12/2/2013,47.4,147398640,171819024,108.0,4668,0,,
12/3/2013,47.4,147398676,171819024,108.3,4668,0,,
12/4/2013,47.3,145647216,170036347,106.8,4502,0,,
12/5/2013,47.3,144868768,169325812,106.0,4427,0,,
12/6/2013,47.3,143812368,168262726,105.5,4328,0,,
12/7/2013,47.2,142811560,167202901,104.8,4233,0,,
12/8/2013,47.2,141577174,165794873,104.0,4115,0,,
12/9/2013,47.2,140809900,165093033,103.3,4043,0,,
12/10/2013,47.1,139558868,163693700,102.3,3924,0,,
12/11/2013,47.1,137974304,161952685,101.0,3774,0,,
12/12/2013,47.0,136973432,160912423,100.5,3679,0,,
12/13/2013,47.0,135472168,159530480,99.5,3537,0,,
12/14/2013,47.0,134304580,158154333,98.8,3426,0,,
12/15/2013,46.9,132886742,156783983,97.8,3292,0,,
12/16/2013,46.9,131583912,155419430,96.8,3227,0,,
12/17/2013,46.8,130129754,153721889,95.4,3208,0,,
12/19/2013,46.7,127201448,150689140,93.0,3172,0,,
12/20/2013,46.7,126093246,149684745,92.5,3158,0,,
12/21/2013,46.7,124533258,148017999,91.3,3139,0,,
12/22/2013,46.6,123260054,146360310,90.8,3123,0,,
12/23/2013,46.6,121431836,144711678,89.3,3101,0,,
12/24/2013,46.5,120193418,143399293,88.3,3086,0,,
12/25/2013,46.5,118862134,141766964,87.4,3071,0,,
12/26/2013,46.4,117406970,140467622,86.0,3053,0,,
12/27/2013,46.4,116088306,138851596,85.2,3037,0,,
12/28/2013,46.3,114413985,137244627,84.0,3018,0,,
12/29/2013,46.3,113128989,135646715,83.0,3002,0,,
12/30/2013,46.2,111683869,134374907,82.0,2985,0,,
12/31/2013,46.2,110767250,133424855,81.3,2974,0,,
1/1/2014,46.1,108843237,131220746,79.7,2952,0,,
1/2/2014,46.1,108400812,130907323,79.5,2946,0,,
1/3/2014,46.1,108429472,130907323,79.6,2947,0,,
1/4/2014,46.2,110796093,133424855,81.2,2975,0,,
1/5/2014,46.2,111512976,134057861,82.0,2983,0,,
1/6/2014,46.2,110766378,133424855,81.3,2975,0,,
1/7/2014,46.2,110321460,132793298,81.0,2969,0,,
1/8/2014,46.2,110172856,132793298,81.0,2967,0,,
1/9/2014,46.2,109434356,131848680,80.0,2959,0,,
1/10/2014,46.2,109508148,131848680,80.3,2959,0,,
1/11/2014,46.1,108695588,131220746,79.5,2950,0,,
1/12/2014,46.1,107809768,130281563,79.0,2939,0,,
1/13/2014,46.1,106639744,129034390,78.0,2920,0,,
1/14/2014,46.0,105399532,127483575,77.3,2898,0,,
1/15/2014,46.0,104046000,126249445,76.3,2853,0,,
1/16/2014,45.9,103000146,125021111,75.3,2804,0,,
1/17/2014,45.9,101613630,123493845,74.3,2752,0,,
1/18/2014,45.8,100382094,121975636,73.3,2732,0,,
1/20/2014,45.8,98816308,120466484,72.0,2708,0,,
1/21/2014,45.8,98681576,120165741,72.0,2706,0,,
1/22/2014,45.8,98681576,120165741,72.0,2706,0,,
1/23/2014,45.8,98614238,120165741,72.0,2705,0,,
1/24/2014,45.8,97916334,119265684,71.7,2695,0,,
1/25/2014,45.6,94601000,115698063,69.3,2648,0,,
1/26/2014,45.6,93285606,114226951,68.5,2629,0,,
1/27/2014,45.5,91719277,112473573,67.1,2607,0,,
1/28/2014,45.5,92050307,112764897,67.3,2612,0,,
1/29/2014,45.6,93961096,114814309,69.0,2638,0,,
1/31/2014,45.9,102372490,124409117,75.3,2775,0,,
2/1/2014,46.0,105704900,127793014,77.5,2895,0,,
2/2/2014,46.3,112350962,135010087,82.5,2993,0,,
2/3/2014,46.6,123831520,147022298,90.8,3131,0,,
2/4/2014,46.8,128471776,152033406,94.0,3187,0,,
2/5/2014,47.1,138403184,162300163,101.4,3815,0,,
2/6/2014,47.2,142578032,166850351,104.4,4210,0,,
2/7/2014,47.2,143502601,167909089,105.4,4298,0,,
2/8/2014,47.3,145313611,169680898,106.7,4470,0,,
2/9/2014,47.6,153820576,179040307,113.0,5277,0,,
2/10/2014,47.8,162438744,188270697,119.2,6094,0,,
2/11/2014,47.8,163495164,189768572,119.8,6194,0,,
2/12/2014,47.8,162661174,188644622,119.2,6115,0,,
2/13/2014,47.8,162216336,188270697,119.0,6073,0,,
2/14/2014,47.8,160909732,186778618,118.3,5949,0,,
2/15/2014,47.7,159074860,184551369,116.5,5775,0,,
2/16/2014,47.7,157545813,183073783,115.7,5630,0,,
2/17/2014,47.6,156239200,181601992,114.8,5506,0,,
2/18/2014,47.6,155321765,180501954,114.0,5419,0,,
2/19/2014,47.6,154765803,179770406,113.7,5366,0,,
2/20/2014,47.8,163795392,189768572,120.0,6223,0,,
2/21/2014,47.9,165463456,191649067,121.4,6381,0,,
2/22/2014,47.9,164996432,191272243,121.0,6337,0,,
2/23/2014,47.8,161215509,187151095,118.0,5978,0,,
2/24/2014,47.7,159325084,184921672,117.0,5799,0,,
2/25/2014,47.7,157657040,183073783,115.5,5641,0,,
2/26/2014,47.6,156072396,181234950,114.5,5491,0,,
2/27/2014,47.6,154738028,179770406,113.5,5364,0,,
2/28/2014,47.5,153737156,178675801,113.0,5269,0,,
3/1/2014,47.5,152819736,177947877,112.0,5182,0,,
3/2/2014,47.5,151902340,176858706,111.5,5095,0,,
3/3/2014,47.5,151401948,176134404,111.0,5047,0,,
3/4/2014,47.5,151151720,176134404,111.0,5024,0,,
3/5/2014,47.5,153453568,178311658,112.6,5242,0,,
3/6/2014,47.6,156545045,181969396,115.0,5535,0,,
3/7/2014,47.6,156656236,181969396,115.0,5546,0,,
3/8/2014,47.6,155655403,180868271,114.3,5451,0,,
3/9/2014,47.6,154571220,179770406,113.5,5348,0,,
3/10/2014,47.6,154454419,179405175,113.6,5337,0,,
3/11/2014,47.6,153920659,179040307,113.0,5286,0,,
3/12/2014,47.6,154487800,179770406,113.5,5340,0,,
3/13/2014,47.6,154571220,179770406,113.5,5348,0,,
3/14/2014,47.5,153653768,178675801,112.8,5261,0,,
3/15/2014,47.6,154404412,179405175,113.3,5332,0,,
