datetime,Caudal (l/s),Totalizador (m3),Nivel Freático (m),Obra habilitada?
2017-01-31 12:00:00,35.38,757765.0,72.0,Sí
2017-02-28 12:00:00,31.84,799609.0,72.0,Sí
2017-03-30 12:00:00,0.0,816716.0,62.0,Sí
2017-04-30 12:00:00,0.0,839156.0,62.0,Sí
2017-05-31 12:00:00,0.0,847703.0,62.0,Sí
2017-06-30 12:00:00,28.47,861577.0,62.0,Sí
2017-07-31 12:00:00,0.0,889905.0,62.0,Sí
2017-08-31 12:00:00,25.11,937591.0,62.0,Sí
2017-09-29 12:00:00,23.69,978776.0,62.0,Sí
2017-10-31 12:00:00,24.86,1005049.0,40.6,Sí
2017-11-30 12:00:00,0.0,1009772.0,40.89,Sí
2017-12-31 12:00:00,0.0,1017026.0,41.28,Sí
2018-01-31 12:00:00,0.45,1021036.0,37.87,Sí
2018-02-28 12:00:00,0.0,1029335.0,58.36,Sí
2018-03-30 12:00:00,0.0,1043977.0,34.33,Sí
2018-04-30 12:00:00,0.0,1062155.0,34.9,Sí
2018-05-31 12:00:00,26.52,1113792.0,41.36,Sí
2018-06-30 12:00:00,0.0,1133697.0,38.42,Sí
2018-07-31 12:00:00,22.3,1140914.0,39.93,Sí
2018-08-31 12:00:00,3.84,1152625.0,41.63,Sí
2018-09-29 12:00:00,7.71,1164687.0,42.16,Sí
2018-10-31 12:00:00,0.0,1174657.0,44.05,Sí
2018-11-23 12:00:00,0.0,1185450.0,45.29,Sí
2018-12-30 12:00:00,30.14,1214489.0,49.6,Sí
2019-01-31 12:00:00,21.56,1252326.0,51.61,Sí
2019-02-28 12:00:00,4.72,1281290.0,52.17,Sí
2019-03-26 12:00:00,0.0,1294828.0,53.22,Sí
2019-04-23 12:00:00,15.37,1316014.0,53.9,Sí
2019-05-27 12:00:00,14.04,1345950.0,54.06,Sí
2019-06-25 12:00:00,15.28,1368391.0,54.5,Sí
2019-10-29 10:00:00,9.17,1403778.0,57.82,Sí
2019-11-23 09:00:00,6.66,1412535.0,56.7,Sí
2019-12-23 08:00:00,0.0,1417553.0,57.7,Sí
2020-01-30 08:00:00,5.96,1425881.0,61.63,Sí
2020-02-13 08:00:00,0.0,1429704.0,61.7,Sí
2020-03-14 09:00:00,0.0,1431975.0,62.46,Sí
2020-04-28 09:00:00,0.0,1433059.0,61.98,Sí
2020-05-18 01:00:00,0.0,1433063.0,62.0,Sí
2020-05-18 02:00:00,0.0,1433063.0,62.0,Sí
